,client_id,gender,birth_date,create_date,nonresident_flag,city,contract_sum,product_category_name,card_id,card_type_name,start_date,fact_close_date,purchase_sum,purchase_count,current_balance_avg_sum,current_balance_sum,current_debit_turn_sum,current_credit_turn_sum,card_type
141254,1d7f60575511e44db057838f31c2ca21,М,1983,2019-02-15,R,Санкт-Петербург,0,Договор на текущий счет для дебетовой карты,f9bf23d35a8f2d6936f1278d549cee9c,VISA Classic,2019,2021,25300,21,6800,4700,25400,21300,dc
2017,271a3bda065f8ed312dcc4d54112c49c,Ж,1973,2018-10-15,R,Новосибирск,0,Договор на текущий счет для дебетовой карты,0873d119619498958808286eb809ce25,-1,-1,-1,0,0,0,0,0,0,dc
2025,680579de6593167f3825a1c790b28c21,Ж,1993,2011-09-16,R,Белорецк,0,Договор на текущий счет для дебетовой карты,f1dcf98979ca400b3136542a3aedfaa5,МИР СКБ ЗП,2020,2021,0,0,0,0,0,0,dc
2026,f137c436f3eb7840e0c85b33f429305d,М,1987,2014-06-06,R,Давлеканово,0,Договор на текущий счет для дебетовой карты,f613176f8f276020f22cbe0f9a1814bf,VISA Classic,2019,-1,300,5,3900,0,31400,31400,dc
2045,3650bb1f5e3c3c3d89bdcb36143d6c0f,Ж,1962,2013-03-06,R,Златоуст,0,Договор на текущий счет для дебетовой карты,1a42c64173da2d86acd34d2aa1341752,VISA Gold,2018,2019,0,0,0,0,0,0,dc
188648,dcc995dc9eff57b6ae985d10f96b8912,М,1976,2012-02-28,R,Чишмы,75000,Кредитная карта,baa6b254830842781e215ecc56f953e3,-1,-1,-1,0,0,0,0,200,200,dc
39847,958b1a16bc3b403da8bec9fe383b0c89,Ж,2003,2019-09-17,R,Туймазы,0,Договор на текущий счет для дебетовой карты,3893b4d5e2101818c4a37bcb4d884f46,"Дебет карта ПС МИР ""Бюджетная""",2021,2022,2100,31,200,0,3900,3800,dc
39848,958b1a16bc3b403da8bec9fe383b0c89,Ж,2003,2019-09-17,R,Туймазы,0,Договор на текущий счет для дебетовой карты,07c9a98dcdd7338269fae04de48b462a,"Дебет карта ПС МИР ""Бюджетная""",2019,2022,2100,31,200,0,3900,3800,dc
2052,c4032d072c18ca2d8c2b9ec8cb7031cb,М,1947,2019-04-04,R,Санкт-Петербург,0,Договор на текущий счет для дебетовой карты,da178df7ec8a9891907cf3f298771d2b,-1,-1,-1,0,0,0,0,0,0,dc
168674,e668a429ef9cc1c912131c40d3824cad,Ж,1995,2016-06-10,R,Магнитогорск,0,Договор на текущий счет для дебетовой карты,3a596686d2a4e1033cccf62bf8fcef84,VISA Classic,2019,-1,20900,71,28800,3900,461600,464300,dc
2054,fdb3da2f33897d62d4d1cf0978da10c1,М,1991,2013-09-17,R,Санкт-Петербург,0,Договор на текущий счет для дебетовой карты,d5caff6d1173347268873509277ca0d9,VISA Infinite,2019,2021,0,0,0,0,0,0,dc
183419,f78e888c76a7c372c53d58b5e3da097f,Ж,1975,2018-09-26,R,Анапа,300,Договор на текущий счет для дебетовой карты,4026461065f527e7f3598e8a20e91df2,VISA Classic Light,2018,2020,68000,59,18700,3200,74000,77200,dc
183420,f78e888c76a7c372c53d58b5e3da097f,Ж,1975,2018-09-26,R,Анапа,300,Договор на текущий счет для дебетовой карты,b5a06127d9328ee83c1130c8a06c552e,Eurocard/MasterCard Mass,2020,-1,68000,59,18700,3200,74000,77200,dc
2065,c353ec30c0959760e2432f94a5699e24,М,1958,2014-04-02,R,Уфа,200000,Кредитная карта,4f87445e1283cc4d4b196a418c7d51a6,-1,-1,-1,0,0,0,0,0,0,dc
62693,98d4caacbec1af87b0a88dc68edbd385,Ж,1981,2020-06-30,R,Москва,0,Договор на текущий счет для дебетовой карты,65847d0fdd80ff564f49da760919bd15,VISA Classic Light,2020,-1,40200,42,13200,800,62600,46900,dc
2070,a2a1d6bb6190519c81eb0ac62dc98483,М,1962,2020-05-06,R,Липецк,0,Договор на текущий счет для дебетовой карты,8a714b5f776f37140302a0ed17efb623,-1,-1,-1,0,0,0,0,0,0,dc
2072,cdffbd2e84651a2d375bea0d925d9222,Ж,1970,2020-04-22,R,Уфа,0,Договор на текущий счет для дебетовой карты,15d8bf7738e7190f3dc2af67c86cdcab,-1,-1,-1,0,0,0,0,0,0,dc
153926,f5eb026040fb58d65b59d788ea473aea,Ж,1955,2015-05-12,R,Уфа,0,Договор на текущий счет для дебетовой карты,9918b57f8c1a706a7d6768c913403f96,MasterCard Electronic,2020,-1,0,0,600,0,209700,209700,dc
2076,cb08f5d9fd95c6c5fb4d6764133081a1,Ж,1961,2016-10-14,R,Калтан,0,Договор на текущий счет для дебетовой карты,aaafa1f4d274b0a46778df9ec3256630,"Дебет карта ПС МИР ""Бюджетная""",2017,2020,0,0,0,0,0,0,dc
209801,d18c7bf57941b21051c37162abf9720c,Ж,1961,2014-08-07,R,Уфа,0,Договор на текущий счет для дебетовой карты,e905c7db797c12a3b2bb5ade9f7c4af8,МИР СКБ,2017,2020,4400,7,700,0,6300,5700,dc
209802,d18c7bf57941b21051c37162abf9720c,Ж,1961,2014-08-07,R,Уфа,0,Договор на текущий счет для дебетовой карты,10ad60b2fdaaa9a2b8446b00defbfe09,МИР СКБ,2020,-1,4400,7,700,0,6300,5700,dc
278277,3b5ea1de8ddb2c024c2492ab0d4f5bd3,Ж,1972,2016-05-26,R,Москва,0,Договор на текущий счет для дебетовой карты,4164e20f9dc07a4f7e322e5c85c8241f,VISA Classic Light,2016,2019,0,0,3400,0,4200,0,dc
278278,3b5ea1de8ddb2c024c2492ab0d4f5bd3,Ж,1972,2016-05-26,R,Москва,0,Договор на текущий счет для дебетовой карты,102cbf8f2f77049665bf0e42a9a8d1cd,Eurocard/MasterCard Mass,2019,-1,0,0,3400,0,4200,0,dc
19828,76f1f109b0ff4fdaf3591010618b315d,Ж,1971,2020-04-03,R,Москва,0,Договор на текущий счет для дебетовой карты,4b1da82954878b23dc753f4377c3314b,Visa Platinum Rewards,2019,-1,33700,66,6000,4400,83400,82400,dc
31984,7eb3590266edd2591d8bb16410ad574b,Ж,1980,2020-06-22,R,Санкт-Петербург,0,Договор на текущий счет для дебетовой карты,3ce5a31972788c060172f40c1be94c59,Eurocard/MasterCard Mass,2020,-1,35500,38,12100,0,78800,75800,dc
190000,b10ba246779439082bd42f24fb7466f9,Ж,1971,2020-03-17,R,Уфа,0,Договор на текущий счет для дебетовой карты,cd99df9ebc0fe1869e61ab5844422a4e,-1,-1,-1,0,0,0,100,0,100,dc
137179,ccde53bfaa105fe69b7e2024daaf74de,Ж,1966,2018-09-27,R,Великий Новгород,0,Договор на текущий счет для дебетовой карты,6c5d02deff5ec115f1c51b35dcaafdf5,Eurocard/MasterCard World,2018,2021,59600,1,0,0,59600,59500,cc
137180,ccde53bfaa105fe69b7e2024daaf74de,Ж,1966,2018-09-27,R,Великий Новгород,0,Договор на текущий счет для дебетовой карты,726647c6db49a19b7a9c6f1fae006bb8,Visa Rewards,2021,-1,59600,1,0,0,59600,59500,cc
2112,1f2aa2b5ae657e4b69eb0ff0395af3e4,Ж,1962,2007-12-13,R,Уфа,0,Договор на текущий счет для дебетовой карты,7027b5fc3c41555aba10a8d0a9de2b0d,МИР Debit,2017,2018,0,0,0,0,0,0,dc
