,client_id,gender,birth_date,create_date,nonresident_flag,city,contract_sum,product_category_name,card_id,card_type_name,start_date,fact_close_date,purchase_sum,purchase_count,current_balance_avg_sum,current_balance_sum,current_debit_turn_sum,current_credit_turn_sum,card_type
298442,1e0cb797cc2a295cce1cd95839c9aa0d,М,1983,2019-07-04,R,Екатеринбург,0,Договор на текущий счет для дебетовой карты,e0e9e88559a72fb71109bf0655d01a38,Eurocard/MasterCard World,2020,-1,29100,21,0,0,216900,216900,cc
296404,cd34cb7a42011dafcedf7162dd9590fc,Ж,1985,2016-02-01,R,Уфа,0,Договор на текущий счет для дебетовой карты,3adead98703a383a180f9a4b8b7eb8a1,-1,-1,-1,0,0,0,0,0,0,dc
296429,70d0e3e34b128f79b8e4c3c53ed0b4a4,Ж,1988,2009-05-28,R,Смоленск,0,Договор на текущий счет для дебетовой карты,208892adde93b20a890cb3674d2e74f8,-1,-1,-1,0,0,0,0,0,0,dc
296465,79872142bba74dd8bb24567abc944a84,Ж,1967,2012-06-06,R,Краснодар,15000,Кредитная карта,c69922f2cb37b7df08e315440037f8a2,-1,-1,-1,0,0,0,0,0,0,dc
296466,ca254e6948a72acf76791b3ecc7d9033,М,1970,2020-11-17,R,Пенза,0,Договор на текущий счет для дебетовой карты,d5feb42725b55308b6ef094290713767,-1,-1,-1,0,0,0,0,0,0,dc
298075,94a2184388658eff149701b48da3a2e6,Ж,1991,2015-11-03,R,Уфа,75000,Кредитная карта,06400cd9197807ed2d6094266bc010b6,-1,-1,-1,59400,86,0,0,71700,71700,dc
297024,d3ad8115709e78e6bd02c0e0c6bb1503,Ж,1955,2016-10-17,R,Новосибирск,10000,Кредитная карта,380d45efba82410bbcdd767cc9b950c5,-1,-1,-1,0,0,0,0,200,200,dc
297300,2198f356eaf3b7af6646b8411bca9b15,М,1997,2020-12-24,R,Рязань,0,Договор на текущий счет для дебетовой карты,086255144ff015e69b0ba579d03bf1a6,-1,-1,-1,0,0,200,0,400,400,dc
297661,cd1a7066823ae541414d2881c4f6bc26,М,1974,2020-12-22,R,Воскресенск,0,Договор на текущий счет для дебетовой карты,85d45abd5a2eb38cc8b0fae23da3092e,-1,-1,-1,0,0,0,0,2000,2000,dc
296578,ef8eddffeea27f9e6da25aeb0a9afded,Ж,1980,2016-10-20,R,Белово,10000,Кредитная карта,fe26a6680640bbc7d04b4f90a7a9f3e6,-1,-1,-1,0,0,0,0,0,0,dc
296624,8a95a51abf33551a2270d624d7446a6d,Ж,1971,2021-01-25,R,Рязань,0,Договор на текущий счет для дебетовой карты,3d59ba30e950365fe16f06bc5ba6be7f,-1,-1,-1,0,0,0,0,0,0,dc
297169,803b39e8ab4ff2c0947f0fde56802de3,М,1977,2021-03-19,R,Казань,0,Договор на текущий счет для дебетовой карты,5465c2c40fee3a04b91d13cf7953c740,VISA Classic,2021,-1,18500,113,6800,0,117200,107900,dc
296738,dbda4f997687ddfaa879d780517c2058,Ж,1992,2016-11-17,R,Салават,100000,Кредитная карта,73d1ea1d64c8d0846924f0062ce0abbf,-1,-1,-1,0,0,0,0,0,0,dc
298347,fa4bcfc26e929a015da39039166f62c9,Ж,1987,2012-04-10,R,Уфа,0,Договор на текущий счет для дебетовой карты,59d8e2687bc28436ed8e7f7217a34333,МИР Debit,2021,-1,1500,7,1200,100,3200,2300,dc
296934,097543c0cbc21d63ac6b0ee9f0fc9403,Ж,1958,2010-06-10,R,Чишмы,100,Договор на текущий счет для дебетовой карты,2f3e881ba38da546c106790889a7e570,MasterCard Electronic,2021,-1,0,0,13300,100,508000,508100,dc
297071,5e897de3b99c5bfe8f07cc93e61bd740,М,1980,2013-11-13,R,Уфа,0,Договор на текущий счет для дебетовой карты,a8d3c3de76b347e5d5d4ed9eb34c9659,Visa Platinum Rewards,2021,-1,6400,19,34700,4100,236400,240400,dc
297699,8a44f10be1fc80c14cdb3a8ca4ac9803,Ж,1969,2021-07-29,R,Москва,0,Договор на текущий счет для дебетовой карты,44d87e82faf5c1dfee74e0fbd6c4de67,Visa Platinum Rewards,2021,-1,7800,11,2400,200,25000,25200,dc
297652,fa0dbf5d8c4f8e6cacdde5535d29b861,Ж,1967,2016-10-20,R,Учалы,0,Договор на текущий счет для дебетовой карты,f613924f9afbe809b8581f0f8c4d3da0,Visa Platinum Rewards,2021,-1,4100,23,900,300,4100,3000,dc
297287,69777ac23cb030bea2f3ab5354a4add4,Ж,1986,2021-07-13,R,Москва,0,Договор на текущий счет для дебетовой карты,1285a2b14a9076ce3415aadef91eb793,-1,-1,-1,0,0,0,0,0,0,dc
297672,0cc54caee66893078bac3ceb140912ca,Ж,1979,2014-07-30,R,Стерлитамак,0,Договор на текущий счет для дебетовой карты,255c84b3214af6f8621e0d4a394c7b74,"Дебет карта ПС МИР ""Бюджетная""",2021,-1,0,0,0,0,16200,16200,dc
297646,3a2e9021b0230de43d8b68aa29597228,Ж,1968,2014-06-09,R,Ишимбай,0,Договор на текущий счет для дебетовой карты,8fcc57b89a1131252ec311e785e0d823,Visa Rewards,2021,-1,8600,30,0,0,7900,7900,cc
297543,be0c6a94e040f3f73111db67ae075d7f,М,1983,2020-11-30,R,Иглино,0,Договор на текущий счет для дебетовой карты,d1a0a6a04405abcab14ceffe53c27612,Visa Platinum Rewards,2021,-1,0,0,0,0,0,0,dc
297590,7959ecd186ab14df921254b6565d5cf3,М,1971,2021-10-01,R,Смоленск,0,Договор на текущий счет для дебетовой карты,40b481150691724f59cd01acdcc52e48,-1,-1,-1,0,0,0,0,0,0,dc
297765,d0e556ebd8f91e9f2f3bc66dd3a19ca1,М,1976,2021-10-29,R,Омск,0,Договор на текущий счет для дебетовой карты,d1951760402811915848d93ecbc432e3,-1,-1,-1,0,0,0,0,0,0,dc
297934,42a39dec2aa8acb1d64742080374629f,Ж,1998,2018-10-29,R,Москва,30000,Кредитная карта,9af38bd5a343da0ecbb720ebb0d5b7f5,-1,-1,-1,9200,23,0,0,18300,18300,dc
298519,1ab95e698f5c4426ca4950c8d3df1794,М,1971,2021-12-15,R,Сургут,0,Договор на текущий счет для дебетовой карты,d3a7c5f2e89828e6bc2b5f256a6122f8,Eurocard/MasterCard Mass,2021,-1,17400,28,12600,100,120200,99600,dc
297809,365b74fbca250173e1697ccd06592477,М,1983,2020-12-24,R,Москва,7200,Договор на текущий счет для дебетовой карты,323e594f4f34606e3583696247d0a673,-1,-1,-1,0,0,101700,165900,3424000,3589900,dc
298109,bd0ec9d69dfec4e26168c37ac4b8aa32,Ж,1974,2020-07-23,R,Муром,0,Договор на текущий счет для дебетовой карты,8d19387092927d0f90473f2e1bf56c65,Visa Rewards,2021,2022,0,0,0,0,200,200,cc
298643,89c1b9fb72b99be43c047e6b520990c5,М,1983,2020-07-02,R,Казань,0,Договор на текущий счет для дебетовой карты,cf9fd1bbd1eb5d637141f0f4c1486dbd,VISA Gold,2021,-1,0,0,1700,500,17000,15000,dc
297836,8b71220689e7f31162fb07fc35d6cfd1,Ж,1981,2012-02-16,R,Нижний Новгород,0,Договор на текущий счет для дебетовой карты,225e8dc0efca5568ab508fb240d77223,Visa Rewards,2021,-1,3000,3,0,0,98100,98100,cc
297865,81fd90a147a68d16ebe2c1bc538c2a54,Ж,1973,2006-08-25,R,Стерлитамак,0,Договор на текущий счет для дебетовой карты,0864ca9414f09f318b3a08d24adbc276,Visa Rewards,2021,2022,0,0,0,0,1500,1500,cc
298079,80625b3c5fdf5f51e1deb183a10b2c19,Ж,1992,2019-10-25,R,Санкт-Петербург,150000,Кредитная карта,a2662200eda4770817faf896aece5d9c,-1,-1,-1,0,0,0,0,150000,150000,dc
297936,2d9dc64ee2171168c22af9b9b1ff554d,Ж,1960,2018-11-07,R,Тверь,200000,Кредитная карта,a273d127dcef09285554389ea16b8181,-1,-1,-1,2700,2,0,0,5400,5400,dc
298173,c64a4dd50055326a37ab2dc5e3e7140d,Ж,1964,2015-09-05,R,Уфа,0,Договор на текущий счет для дебетовой карты,6d19045dd10a6cb05e213788252540b6,МИР СКБ,2022,-1,1000,7,100,0,1000,1000,dc
298387,599f6c0d9bdd9da177b20506daad8551,М,1981,2018-11-26,R,Уфа,0,Договор на текущий счет для дебетовой карты,694e4620e7b49edccd0c9e28d6ca6502,МИР Debit,2022,-1,0,0,1100,1200,3000,4200,dc
298547,b031cb407bd236e3dd8255393ff66059,Ж,1973,2022-03-04,R,Пермь,0,Договор на текущий счет для дебетовой карты,15fb3bb31b49ccc6ec6dc49c0f051670,Visa Rewards,2022,-1,39700,2,0,0,54400,54400,cc
298321,ad3078c3eb0d40dcceedb645122074d8,М,1985,2010-07-06,R,Москва,0,Договор на текущий счет для дебетовой карты,acea0d988b630d849a647774c77059ec,МИР Debit,2022,-1,0,0,0,0,0,0,dc
298530,f24a2b5ebbce7eac81b9347ae5d462e7,М,1978,2016-12-22,R,Смоленск,0,Договор на текущий счет для дебетовой карты,2a0dd2a05fbcc14f0a6868fa02c3345c,VISA Classic,2022,-1,0,0,0,0,173500,173500,dc
