,client_id,gender,birth_date,create_date,nonresident_flag,city,contract_sum,product_category_name,card_id,card_type_name,start_date,fact_close_date,purchase_sum,purchase_count,current_balance_avg_sum,current_balance_sum,current_debit_turn_sum,current_credit_turn_sum,card_type
5550,1ccda3dfaa8afa1687010b259a6a85d9,Ж,1963,2014-09-01,R,Стерлитамак,0,Договор на текущий счет для дебетовой карты,fa894ff41a51de9c59a13c1eaacd1c81,-1,-1,-1,0,0,0,0,0,0,dc
28924,4235d8ed516df0c6fb7269fc3b505c39,Ж,1986,2019-08-27,R,Екатеринбург,0,Договор на текущий счет для дебетовой карты,a05f69d2f8ef816a735637789dd30c59,"Дебет карта ПС МИР ""Бюджетная""",2019,-1,14100,24,5200,2800,15600,17300,dc
18554,56963aae75c93a2f7bae069033cd33ad,М,1961,2008-09-16,R,Ишимбай,300,Договор на текущий счет для дебетовой карты,1ebc4f0d08146a679bcdcf2d9c7e6227,Eurocard/MasterCard Gold,2020,2020,0,0,132800,0,267600,80500,dc
18555,56963aae75c93a2f7bae069033cd33ad,М,1961,2008-09-16,R,Ишимбай,300,Договор на текущий счет для дебетовой карты,4eb882709c0ca74df8161d4afb320966,VISA Classic Light,2017,2020,0,0,132800,0,267600,80500,dc
99763,61dfbbf0964af5b9aaaa490b77af6805,М,1971,2017-12-26,R,Санкт-Петербург,0,Договор на текущий счет для дебетовой карты,8ead2e990aad598794185b04e804db93,-1,-1,-1,0,0,0,0,900,800,dc
5556,2bd0e88acd7301832103ff6775d858e7,Ж,1979,2014-07-21,R,Жуковский,0,Договор на текущий счет для дебетовой карты,a2acc3eb5e2f2aca7af8d131dda15374,Visa Platinum Rewards,2020,2021,7000,27,7800,5400,7500,0,dc
18944,5b6fc51e2951046f55f29d149c59bd92,М,1977,2017-09-06,R,Воронеж,0,Договор на текущий счет для дебетовой карты,70b6e8a413059d87539125d258c09605,VISA Platinum,2020,-1,0,0,6000,100,88200,88300,dc
5563,400b099bac5c9f9a1e56cc95fbae840f,Ж,1991,2018-11-19,R,Санкт-Петербург,0,Договор на текущий счет для дебетовой карты,76f4e348bf5b1087564c726a0e03bac4,-1,-1,-1,0,0,9100,600,22400,0,dc
5568,b33c04d3aaf23158e5b92d6c2d62b561,М,1985,2017-07-28,R,Янаул,300,Договор на текущий счет для дебетовой карты,a7fb7aef3c564bdd90953d0b96ede6ad,MasterCard Electronic,2019,2020,0,0,0,0,0,0,dc
5571,c6bb945f9e61ec326c4fed9bb58d8bd9,М,1952,2013-03-07,R,Кореновск,0,Договор на текущий счет для дебетовой карты,33c15da8853c8472d9f1280f26c85cbe,VISA Classic,2016,2020,0,0,0,0,0,0,dc
