,client_id,gender,birth_date,create_date,nonresident_flag,city,contract_sum,product_category_name,card_id,card_type_name,start_date,fact_close_date,purchase_sum,purchase_count,current_balance_avg_sum,current_balance_sum,current_debit_turn_sum,current_credit_turn_sum,card_type
245528,e7960e8a33308c1087271cb2d74f8e88,М,1974,2013-09-04,R,Златоуст,15000,Кредитная карта,466b32363e67d6109b799877d3185e27,-1,-1,-1,0,0,0,0,0,0,dc
275355,34413ecda5442c9fb55a749ad1f0cb75,Ж,1968,2006-08-10,R,Мелеуз,155000,Кредитная карта,bfe522b208767f9703a50903b44eb6d5,-1,-1,-1,1300,1,0,0,2600,2600,dc
245550,580ea21780082fc71323accd60ce0c44,Ж,1979,2014-10-14,R,Уфа,30000,Кредитная карта,4dcc7cf7bc33592d92f074ffa970b88f,-1,-1,-1,1400,8,0,0,37500,37500,dc
245562,64fc575b094862e590ddc8d324926f96,М,1988,2021-11-09,R,Челябинск,60000,Кредитная карта,22dbe52f3d3779e5cc5563ea28c3f3de,-1,-1,-1,5700,24,0,0,5700,5700,dc
275351,5ae3e04bc996dd5fbc1167a3d0e451c7,М,1978,2018-03-16,R,Ставрополь,60000,Кредитная карта,02045b5d17d9b68ab07b58ebbdfab195,-1,-1,-1,0,0,0,0,45300,45300,dc
245600,09955cb1dfc5a0a60b86ddc378805ee4,Ж,1980,2009-04-21,R,Иркутск,63000,Кредитная карта,93357de17aa6bc13bb4fe22ea7066cf4,-1,-1,-1,1800,4,100,0,2000,2000,dc
290405,c5387ca16b3ec9bbb973c87cb5271327,М,1976,2010-09-13,R,Уфа,150000,Кредитная карта,8900f9d83d3a8c55c92513d7054bad38,-1,-1,-1,4800,8,0,0,44400,44400,dc
290025,aff5e25dbd3b4c2d07b0eeef2a381b02,М,1959,2018-11-21,R,Омск,50000,Кредитная карта,b958664f250d2ceadfd7a3ed631abdb4,-1,-1,-1,600,1,0,0,600,600,dc
245618,941d55afd106efaa30474f4066496fa5,Ж,1959,2008-07-16,R,Нижний Новгород,36000,Кредитная карта,9854148a78cc862f40106e2e091b0a0f,-1,-1,-1,15400,15,0,0,26400,26400,dc
260203,4aaa97853eeff28420910b46f25919d1,Ж,1984,2018-12-01,R,Петрозаводск,16000,Кредитная карта,40eed748790547a03d95d34335f338f9,-1,-1,-1,3000,1,0,0,18600,18600,dc
290189,1343d070d93e752dee15600fd079f86f,М,1959,2021-12-01,R,Москва,70000,Кредитная карта,f044ee54ad0b7475d51323c0e91db4e4,-1,-1,-1,11100,15,0,0,39100,39100,dc
245755,a442d7dbca091473e52bf54047af833f,Ж,1995,2012-09-17,R,Уфа,109000,Кредитная карта,c21c06a37810093831072015cf093e4a,-1,-1,-1,0,0,0,0,109600,109600,dc
245854,e1a3f793547cddac8887f337ada0b22c,М,1971,2022-02-12,R,Уфа,15000,Кредитная карта,304c1f547e3d83a059bf24ffa03823c3,-1,-1,-1,7300,10,0,0,15000,15000,dc
245863,5d6e48f65747f742b9f09dcf112bf870,М,1987,2022-02-08,R,Санкт-Петербург,22000,Кредитная карта,0e6af6d5ccc781d8f65f3aac1d6b4c85,-1,-1,-1,15000,9,0,0,15000,15000,dc
245892,0351e343227e4a2b2295eed9602cb0d5,М,1986,2019-10-29,R,Санкт-Петербург,150000,Кредитная карта,7bbe0edda81dde7dffee7ffc398a0866,-1,-1,-1,0,0,0,0,150000,150000,dc
260279,d1df6f0f0c0fc477b47ffb5487a76015,М,1975,2022-02-25,R,Саратов,15000,Кредитная карта,1303e8a1aa51ff96e251c1f7d7221e10,-1,-1,-1,5100,33,0,0,30700,30700,dc
260357,2ea1597ab405ba97017f71a520a7f343,Ж,1989,2022-02-21,R,Анапа,15000,Кредитная карта,c9ce1657a577d81a47ca7f8869be8960,-1,-1,-1,9200,14,0,0,9700,9700,dc
290032,a7dcb60ced7f3c25766789055c31291f,М,1980,2022-02-21,R,Сочи,50000,Кредитная карта,6677d5782c2158fbc90914876b30ad6b,-1,-1,-1,3800,3,0,0,3800,3800,dc
260421,05167fc7b8ea56a848329e56dd4b65b2,Ж,1984,2021-09-03,R,Москва,50000,Кредитная карта,4668d3490cb7299c5d793f7884ef0d44,-1,-1,-1,3100,2,0,0,40100,40100,dc
245926,0b8d355e07894bdb146da80a32c42ca9,Ж,1984,2021-11-24,R,Москва,100000,Кредитная карта,e32f50516146fbf2c1682fc325480cef,-1,-1,-1,37300,42,0,0,87000,87000,dc
245927,58ead5617dea7fdd1e7c61e59d528c09,Ж,1977,2022-01-29,R,Новосибирск,100000,Кредитная карта,d41d3767274cdced75f393ebf9d6e436,-1,-1,-1,1800,8,0,0,93400,93400,dc
245946,3ffe7987d5253300bffe90ec7910ae84,Ж,1973,2009-04-08,R,Уфа,20000,Кредитная карта,62aac01c27f83cc8989498da616b975c,-1,-1,-1,3300,5,0,0,19900,19900,dc
245961,7c756fe1b8af6fed61d363bc47a830c1,Ж,1987,2017-12-22,R,Пермь,150000,Кредитная карта,d7df46e10de7e0491c5718e8e06dd26e,-1,-1,-1,50200,34,0,0,150700,150700,dc
290022,91dd5e47cae7d5d20c04ec960b606433,М,1976,2021-08-16,R,Барнаул,60000,Кредитная карта,03d3c7db83ee2036fbc1f0f6b507e40c,-1,-1,-1,2600,12,400,0,31400,31400,dc
260552,82668aeea798af2c1cc10acbd2714298,Ж,1959,2011-06-03,R,Москва,150000,Кредитная карта,f86103a97bb7873c81b4c67118f66eee,-1,-1,-1,98200,44,0,0,122200,122200,dc
245972,d6d67352a00e14ee0cbf8c8f5c3cbbef,М,1985,2022-02-12,R,Уфа,20000,Кредитная карта,a2bfb167303ba85b575cc34b41009862,-1,-1,-1,20000,12,0,0,20000,20000,dc
260363,e687fa0669dce64b05e48136e681722f,Ж,1982,2022-02-11,R,Москва,30000,Кредитная карта,7edf772e8bc2d3638805065f4db2a23a,-1,-1,-1,19600,15,0,0,24300,24300,dc
260348,7e40a96f403d188b8ef53a2a96e8e23a,М,1974,2009-07-14,R,Нижний Новгород,75000,Кредитная карта,cd772aea02078a4debfe4fc44478e497,-1,-1,-1,47600,44,100,0,121700,121700,dc
260427,4a1704ae4c8efae74a56732e4590f568,М,1980,2022-02-22,R,Саратов,15000,Кредитная карта,2ab47786077ee25998971e2cfcba044c,-1,-1,-1,13200,32,0,0,31900,31900,dc
246010,389cd97bcbf61893ce56e96b6a20be5f,Ж,1992,2022-02-14,R,Уфа,50000,Кредитная карта,fd95e802a220d73c04936eecb3febaa3,-1,-1,-1,3800,4,0,0,50000,50000,dc
246012,467e77f0977b18140c9545ec55318c5f,Ж,1991,2016-06-15,R,Москва,15000,Кредитная карта,a9a00fe80ccef45069b28bb767924f10,-1,-1,-1,10600,12,0,0,18900,18900,dc
260672,e681aa03e19e4d0e98f5621e59784310,М,1983,2018-09-07,R,Архангельск,300,Договор на текущий счет для дебетовой карты,165e4d3983d7b854906995158112e3c2,МИР Debit,2022,-1,2500,21,500,1000,9700,10800,dc
275441,c9ac0c6d5b38ea68a5b38c1e9afea770,Ж,1978,2021-12-10,R,Владимир,0,Договор на текущий счет для дебетовой карты,f5cdad778c73fb28c3fe07d16a1e24d3,Visa Rewards,2022,-1,0,0,0,0,17300,17300,cc
246152,91aa58c2410929474d2547c66a2127c5,М,1990,2021-07-16,N,Москва,0,Договор на текущий счет для дебетовой карты,f5eb75a39a554133a08b1f201083cde7,Visa Platinum Rewards,2022,-1,0,1,0,0,0,0,dc
260814,0959025e557110afddb144a5bd110ce5,Ж,1972,2020-08-07,R,Ковров,0,Договор на текущий счет для дебетовой карты,47739b6335ff1a9eba9ff2adb1dd42a2,Visa Rewards,2021,-1,19600,22,0,0,19900,19900,cc
260669,e4b6b8613be2498c3c4a262f93b6f055,Ж,1959,2009-02-18,R,Рославль,0,Договор на текущий счет для дебетовой карты,dd27d7ebb60d3aa49573b9d09c2924aa,Visa Platinum Rewards,2021,-1,39900,38,19200,20900,39900,43600,dc
275486,221ef56f2f770607aa8f5eecef6f4c90,Ж,1993,2018-12-13,R,Бирск,0,Договор на текущий счет для дебетовой карты,82d40c27060816e5ee9e4babe530194e,MasterCard Electronic,2022,-1,0,0,900,0,3900,3800,dc
246432,4c301c0900f3ba8f2c76bf0e5595d115,Ж,1970,2021-02-25,R,Пермь,0,Договор на текущий счет для дебетовой карты,4404a722513366a109521703532945d4,Visa Rewards,2022,-1,12600,23,0,0,13000,13000,cc
246466,2a1ea6e1d89b8472c14dcbc04b317512,М,2001,2020-12-09,R,Новосибирск,0,Договор на текущий счет для дебетовой карты,d2c84fe8efa3c4bc7b83c81ea7c6e86d,VISA Gold,2022,-1,0,0,0,0,0,0,dc
246518,88f36a68d112c8d9dc7b2ec1b902640a,Ж,1984,2014-11-11,R,Дюртюли,0,Договор на текущий счет для дебетовой карты,825c034bb7d61bd49144fdd93027834d,-1,-1,-1,0,0,0,0,0,0,dc
275545,4a494acc6b7d906e5f56465f219424b4,Ж,1991,2022-03-09,R,Уфа,0,Договор на текущий счет для дебетовой карты,220d7f46747039d22fc780ff8fdb7a33,МИР СКБ ЗП,2022,-1,17900,35,6900,3000,24000,17100,dc
260715,6ba1e02638c97318344d1e7787545649,Ж,1971,2012-06-09,R,Янаул,0,Договор на текущий счет для дебетовой карты,080a62d9e1a8135aad9864b2451dd171,Visa Rewards,2022,-1,3500,7,0,0,24300,24300,cc
260947,d086cc4523d41378673f505e4965a6a3,М,1985,2021-05-18,R,Москва,0,Договор на текущий счет для дебетовой карты,b38a556f74939d579285f932278465f6,Visa Platinum Rewards,2022,-1,58900,37,277100,315800,166200,407000,dc
275651,9ac11904411e15c2688c4a5d9e12a10c,Ж,1963,2013-12-26,R,Краснодар,0,Договор на текущий счет для дебетовой карты,a852246dc5f6dc53b59f2f15f58f4780,Visa Platinum Rewards,2022,-1,89500,39,158300,75000,735300,753800,dc
246610,27353fc806af117fab4a09b2f11b8b49,Ж,1973,2022-03-18,R,Москва,0,Договор на текущий счет для дебетовой карты,cfa16641006427a1e7ec77f5e30e2338,Visa Platinum Rewards,2022,-1,1500,9,300,0,19500,19500,dc
246640,5921b5b2dead79f0b1ca9462318fc6a6,Ж,1992,2019-08-06,R,Волгоград,0,Договор на текущий счет для дебетовой карты,38000d72cb26a5d6a6509c432a343ea4,Visa Rewards,2021,-1,20200,8,0,0,30200,30200,cc
261074,c0d0eaa23a66dac82cfa6ffadfce4c15,М,1961,2009-06-25,R,Месягутово,0,Договор на текущий счет для дебетовой карты,c1ab22e19d452707af006b3500388be3,Visa Rewards,2021,-1,600,1,0,0,17800,17800,cc
260952,5a030e459b588b6c1aa53607ff2a0a08,М,1979,2020-12-10,N,Геленджик,0,Договор на текущий счет для дебетовой карты,24b5ad3b8e663efc84d4405dece738fe,VISA Classic,2022,-1,0,0,400,0,8500,4600,dc
287710,ae527ad5bdae7deb52726035e0e859ef,М,1976,2010-10-04,R,Екатеринбург,0,Договор на текущий счет для дебетовой карты,2fb58fc51a82f7bc9d3efab6b547c58a,Visa Platinum Rewards,2022,-1,0,0,0,0,95000,95000,dc
275973,21b5f4999ff21ff86758c70087f37220,Ж,1977,2022-03-16,R,Калининград,0,Договор на текущий счет для дебетовой карты,1f2dc6a0252578b55803084bc41926ad,МИР Debit,2022,-1,900,8,1900,100,13900,13900,dc
246940,c1d7b4bcd10a373beebd70859e097163,М,1959,2008-02-27,R,Мраково,0,Договор на текущий счет для дебетовой карты,b7781b7b6d4f3d177f6653734b67165e,-1,-1,-1,0,0,0,0,0,0,dc
275970,4fea6741c37eba449bfd8e8a5728e42f,Ж,1976,2005-11-01,R,Иркутск,0,Договор на текущий счет для дебетовой карты,0696c728db4b54014845e95e74107e90,Visa Platinum Rewards,2021,-1,15500,52,13100,20600,24500,37300,dc
