,client_id,gender,birth_date,create_date,nonresident_flag,city,contract_sum,product_category_name,card_id,card_type_name,start_date,fact_close_date,purchase_sum,purchase_count,current_balance_avg_sum,current_balance_sum,current_debit_turn_sum,current_credit_turn_sum,card_type
218602,25f73f3cf3e9ffe3edefed806f228958,Ж,1992,2021-12-07,R,Уфа,0,Договор на текущий счет для дебетовой карты,8b9d647964afbe04e485c0e600ec05bb,VISA Gold,2021,2022,4600,3,4800,100,28000,28100,dc
205878,b371ecc9fcc83198f981e14b412de7e4,Ж,1985,2013-08-02,R,Уфа,0,Договор на текущий счет для дебетовой карты,0c7d84a91910496d88faa03b0637af1d,Visa Rewards,2021,-1,0,0,0,0,0,0,cc
205883,4e9bb6bd87b928861f7335128901edcd,М,1989,2011-01-25,R,Старосубхангулово,0,Договор на текущий счет для дебетовой карты,a2168ce5d7b4a5cc82a8ba9f76041559,Visa Rewards,2021,-1,42000,47,100,0,82100,82100,cc
233457,b0bd6bb196910e3a701354fb89a8dd28,Ж,1988,2020-06-18,R,Толбазы,0,Договор на текущий счет для дебетовой карты,2f20e6759bbdfd345000e306339bc55e,"Дебет карта ПС МИР ""Бюджетная""",2021,-1,6200,18,2000,0,29000,26100,dc
205970,677011b959ace12d79f9fbabe1aac987,Ж,1984,2021-11-24,R,Москва,0,Договор на текущий счет для дебетовой карты,fe4797e55b908dd2b76134284f3d705c,Visa Platinum Rewards,2021,-1,16400,20,111300,15600,184400,200000,dc
206063,003aba44c70fa03a377f2bec3b871080,М,1974,2013-09-13,R,Петрозаводск,0,Договор на текущий счет для дебетовой карты,55b8da19bb7b0159abaa58e8d29430c3,Visa Platinum Rewards,2022,-1,82000,187,10500,29700,82200,111900,dc
247607,84e1ec774c349af25cbd5db29f6dfa09,М,1997,2021-12-22,N,Дубна,0,Договор на текущий счет для дебетовой карты,d4017006bb73a5000d52ab113a180a31,Visa Platinum Rewards,2021,-1,9300,9,800,0,9500,9500,dc
218919,2fb3eae09eae4427d0dd41ea20ae2f19,Ж,1945,2010-03-30,R,Учалы,0,Договор на текущий счет для дебетовой карты,e2986efd0bbabbd365bd1cfb38c95a7b,Visa Platinum Rewards,2021,2022,2300,2,33100,500,1373300,1315500,dc
206075,c264d8e7f1b8ee0eb4af1ce7d25d1a02,Ж,1987,2021-08-23,R,Москва,0,Договор на текущий счет для дебетовой карты,cda36751d159cf3ce19ac24c80be92d5,,-1,-1,0,0,0,0,0,0,dc
261547,33cd13fed8e7f5f5e03a43b5f164c721,Ж,1966,2014-10-17,R,Саратов,0,Договор на текущий счет для дебетовой карты,d58f7bb655b1be6a7859caf06b0df52f,,-1,-1,0,0,59000,61200,405200,466300,dc
206112,60ff8384cc816613129ed200dc367807,М,1989,2021-12-10,R,Нижний Новгород,0,Договор на текущий счет для дебетовой карты,f2d819db3ddebb2ff71465ffb3a0745b,,-1,-1,0,0,0,0,0,0,dc
247978,fc8ed6ea39a719e0cd2a7e14d76e671a,М,1971,2007-09-06,R,Баймак,0,Договор на текущий счет для дебетовой карты,c4a9c1ad94081b10fe8d78dcbac8557f,"Дебет карта ПС МИР ""Бюджетная""",2021,-1,1400,5,800,1000,21700,22700,dc
206140,f62405cb4aad11c8a14b8e4091f71929,Ж,1966,2021-12-22,R,Ковров,0,Договор на текущий счет для дебетовой карты,c39c092196d17677e20f3eea95470192,Visa Platinum Rewards,2021,-1,21000,3,41900,0,1661300,1661300,dc
233831,308acfc7b6b3b18e1a60ceaa9ef6a41f,Ж,1969,2008-05-19,R,Краснодар,0,Договор на текущий счет для дебетовой карты,151eb24efc68ee85f5066188cc004b9a,,-1,-1,0,0,7400,4000,70800,74800,dc
218859,d0da49bc0d748f3ff7bd7e3d4901e8e9,М,1982,2018-01-10,R,Смоленск,0,Договор на текущий счет для дебетовой карты,f1697aa2de38c726e77700abaa905565,Visa Rewards,2021,2022,400,1,0,0,800,800,cc
248640,05f0bd41318f0a58c4aa5a9ae3e89938,М,1943,2002-09-16,R,Уфа,0,Договор на текущий счет для дебетовой карты,34c4c50a76bf9113908bb90b59cf6ec1,Visa Signature,2021,2022,0,0,0,0,3000600,3000200,dc
248641,05f0bd41318f0a58c4aa5a9ae3e89938,М,1943,2002-09-16,R,Уфа,0,Договор на текущий счет для дебетовой карты,99bb763d6875397310423818a4ec1d57,Priority Pass,2021,2022,0,0,0,0,3000600,3000200,dc
206388,6bc196ed99df7f2edd6ffaddf33b9800,М,1981,2021-11-02,R,Владимир,0,Договор на текущий счет для дебетовой карты,c3241e39dd440dcb0c6409d920d80749,МИР Debit,2021,-1,0,0,0,0,1000,1000,dc
206441,64c1a8569d88e6575cfb6843c71ed5f2,М,1986,2011-11-30,R,Иглино,0,Договор на текущий счет для дебетовой карты,62de5b918bce6138970afb4b8748afea,Visa Platinum Rewards,2021,2022,0,0,5000,1100,135000,136100,dc
229969,fb86736a80c049f9844a6d632d18cb87,М,1972,2021-12-09,R,Учалы,0,Договор на текущий счет для дебетовой карты,5d2946769b2c7b29f6e313dc297cc9b2,МИР СКБ ЗП,2021,-1,0,0,1000,500,22700,23100,dc
206506,fbe3dfcaaa324f577234933d234c88c5,М,1985,2021-05-29,R,Москва,0,Договор на текущий счет для дебетовой карты,bfec9bacc6d7f5b86a19e3a4976c8401,Visa Rewards,2021,2022,0,0,0,0,0,0,cc
219321,9e3c2a0e21abe87ca37c86c3214657ed,Ж,1957,2020-09-16,R,Брянск,0,Договор на текущий счет для дебетовой карты,932df1a4b53212682620fc0a080e081e,Visa Rewards,2021,2022,1400,1,100,0,1400,1400,cc
