,client_id,gender,birth_date,create_date,nonresident_flag,city,contract_sum,product_category_name,card_id,card_type_name,start_date,fact_close_date,purchase_sum,purchase_count,current_balance_avg_sum,current_balance_sum,current_debit_turn_sum,current_credit_turn_sum,card_type
35409,ecb82f9a65be8334c86adeb5be592aa9,М,1974,2019-02-26,N,Смоленск,100,Договор на текущий счет для дебетовой карты,77406f717a98ed9ce277508d72734cf3,MasterCard Electronic,2019,2021,1000,10,100,0,1000,1000,dc
137818,af2210b9ac8e3881b9afee1d8d1bbcda,М,1997,2019-10-03,R,Толбазы,0,Договор на текущий счет для дебетовой карты,2e2de91372fd3647e45378ad23a0d430,,-1,-1,0,0,1000,100,5100,4800,dc
27720,bac950928cf6f1ed081e7dd2db0a69ae,Ж,1956,2014-01-24,R,Вологда,0,Договор на текущий счет для дебетовой карты,6f2c30dc4f1d4e57347c3b96f346fc36,МИР Debit,2017,2018,0,0,9000,400,56000,48300,dc
27721,bac950928cf6f1ed081e7dd2db0a69ae,Ж,1956,2014-01-24,R,Вологда,0,Договор на текущий счет для дебетовой карты,75268b720afcf990ef0c6d5989b12858,МИР Debit,2018,2020,0,0,9000,400,56000,48300,dc
5049,7ee104fb0a9e245a4577744123fe56f1,М,1988,2016-03-02,R,Москва,0,Договор на текущий счет для дебетовой карты,0f8be4008fbe040f36e767ee78490bd6,VISA Classic,2016,2020,145500,62,44800,15600,176400,128700,dc
5050,7ee104fb0a9e245a4577744123fe56f1,М,1988,2016-03-02,R,Москва,0,Договор на текущий счет для дебетовой карты,3ab0141b826565c52b199384517c508e,VISA Classic,2019,-1,145500,62,44800,15600,176400,128700,dc
5051,5199554a05c504ae408016fa419ad611,М,1986,2016-05-31,R,Белорецк,300,Договор на текущий счет для дебетовой карты,7d9bf61c6e82b307eec9962f87d20c63,VISA Classic Light,2016,2018,0,0,0,0,0,0,dc
5052,86bdab6e54318e4e5ac4526a9477b4a9,М,1990,2013-09-06,R,Уфа,0,Договор на текущий счет для дебетовой карты,2403951871eb42bf15ebeff3eca9492d,MasterCard Electronic,2016,2021,0,0,0,0,0,0,dc
36624,050a371c0dcf8400da9ea7154024d302,Ж,1983,2018-08-01,R,Дзержинск,6000,Кредитная карта,8833148b7c9ba672001466bbff1d1372,,-1,-1,24100,47,0,0,34800,34800,dc
5054,df564847a5d79c89d39f213719dae227,М,1985,2009-09-02,R,Туапсе,0,Договор на текущий счет для дебетовой карты,715aee6f563f702056fa03f69322a2cd,VISA Classic,2017,2020,0,0,0,0,0,0,dc
68720,af6649646a2ff5bf34c29a1934d7f8d6,Ж,1983,2019-03-25,R,Кумертау,0,Договор на текущий счет для дебетовой карты,f8ad281045cef976231913128cc03ba7,"Дебет карта ПС МИР ""Бюджетная""",2020,2021,15400,53,7100,8600,59400,57400,dc
68721,af6649646a2ff5bf34c29a1934d7f8d6,Ж,1983,2019-03-25,R,Кумертау,0,Договор на текущий счет для дебетовой карты,3abd1af817fa622cdca6dddf0852182b,"Дебет карта ПС МИР ""Бюджетная""",2020,2022,15400,53,7100,8600,59400,57400,dc
68722,af6649646a2ff5bf34c29a1934d7f8d6,Ж,1983,2019-03-25,R,Кумертау,0,Договор на текущий счет для дебетовой карты,58bb8515266990aeafb9844678d60219,"Дебет карта ПС МИР ""Бюджетная""",2019,2020,15400,53,7100,8600,59400,57400,dc
