,client_id,gender,birth_date,create_date,nonresident_flag,city,contract_sum,product_category_name,card_id,card_type_name,start_date,fact_close_date,purchase_sum,purchase_count,current_balance_avg_sum,current_balance_sum,current_debit_turn_sum,current_credit_turn_sum,card_type
34206,f0b43270b42fa6161f40fe9de076a8f3,Ж,2004,2020-09-08,R,Кемерово,0,Договор на текущий счет для дебетовой карты,3360665e830165b679cbfbffa284fb1a,,-1,-1,0,0,0,0,0,0,dc
34222,4b11caa5a358a3ef59823b627f86c859,М,1987,2013-12-16,R,Ижевск,0,Договор на текущий счет для дебетовой карты,fcc15125ec9703f32cc5388a54230b6e,,-1,-1,0,0,0,0,0,0,dc
34264,902737dc9720da8032d2460f28e8534e,М,1963,2010-11-16,R,Москва,0,Договор на текущий счет для дебетовой карты,e8f865d35903140e567f463ba198d973,Eurocard/MasterCard World,2020,-1,0,0,0,0,2033600,2033600,dc
223182,95d7a44da59e334295cd411ad5c7e48b,Ж,2002,2020-09-11,R,Бирск,0,Договор на текущий счет для дебетовой карты,5a47df49ad301df571351a74553c7584,"Дебет карта ПС МИР ""Бюджетная""",2020,-1,0,0,1300,400,3800,2100,dc
280740,cecb1be1caeca018905628b1930c3d29,Ж,2004,2020-09-15,R,Геленджик,0,Договор на текущий счет для дебетовой карты,b1cf692693098ec902c3888718372e8a,"Дебет карта ПС МИР ""Бюджетная""",2020,-1,1300,13,300,400,1400,1000,dc
256870,7c35a530d9b3590e7a04635c6f09737e,Ж,1987,2016-12-13,R,Москва,0,Договор на текущий счет для дебетовой карты,1949137571d98e2361f0b3d720805681,,-1,-1,0,0,0,0,100,100,dc
61291,93733dfe63f91b0199cadd64db001d79,Ж,2004,2020-09-24,R,Октябрьский,0,Договор на текущий счет для дебетовой карты,0a53b8c2560785cb877ebad9572d789d,"Дебет карта ПС МИР ""Бюджетная""",2020,2021,1800,3,400,0,2800,2800,dc
61292,93733dfe63f91b0199cadd64db001d79,Ж,2004,2020-09-24,R,Октябрьский,0,Договор на текущий счет для дебетовой карты,e3887ff30f7e2738fc2f5ba6ec07ab01,"Дебет карта ПС МИР ""Бюджетная""",2020,-1,1800,3,400,0,2800,2800,dc
217635,6c5ae2ca88b4643fde5f9a6b1939525f,Ж,1981,2013-03-05,R,Жуковский,190000,Кредитная карта,ca60d095a26c48496e4cfc61134a8a97,,-1,-1,107300,3,0,0,111500,111500,dc
56087,058a839d8cf15ba8f80240a98151b3bd,Ж,1966,2013-03-20,R,Брянск,245000,Кредитная карта,1d3d7fa453d71e0e9cd72b1573c0649a,,-1,-1,5400,7,300,0,249900,249900,dc
42299,09f612e7d3843eb327143a0c6a6e72ce,М,1981,2020-09-01,R,Дзержинск,0,Договор на текущий счет для дебетовой карты,42accc4fe482f4da0270b9ebec27365e,Eurocard/MasterCard Mass,2020,-1,4300,8,4800,5500,34000,29500,dc
148959,462650986885989240bbbb97c892387c,М,1963,2005-10-14,R,Толбазы,0,Договор на текущий счет для дебетовой карты,17a65cff3a09c461a68c51eeec44e8ed,"Дебет карта ПС МИР ""Бюджетная""",2020,-1,0,0,1000,900,29000,28400,dc
263977,e7a8d575687ad1a19f0c7f02a5e1b39b,Ж,1957,2011-03-01,R,Санкт-Петербург,0,Договор на текущий счет для дебетовой карты,cc48277c2be97c4c35d0f9711e7cde8b,VISA Classic,2020,-1,77300,13,40800,29500,152800,180500,dc
65935,ca1cc10ded993a5e9e82310102e29cf8,М,2004,2020-09-15,R,Стерлитамак,0,Договор на текущий счет для дебетовой карты,e4efeb33bac1fe64ff1e482e810519b0,МИР Debit,2020,-1,1400,8,600,1000,1400,1700,dc
128808,df110b4bc7659dfa730607b3caf26650,Ж,1975,2010-05-26,R,Брянск,135000,Кредитная карта,77adb06575562a4bf212f37e3f9a02ad,,-1,-1,12800,13,0,0,1433900,1433900,dc
280095,2bb6e0509a3159f54ea2229f7ea9113d,М,1996,2020-09-21,R,Санкт-Петербург,0,Договор на текущий счет для дебетовой карты,c15604552e734b48e1143622c84c6d14,VISA Classic,2020,-1,0,0,0,0,1931100,1931100,dc
49797,c6f5a71df77f4f3a319bfe9f95c83cec,Ж,1975,2014-01-15,R,Уфа,0,Договор на текущий счет для дебетовой карты,ef60db18ebada0eae13a5936a429ee55,MasterCard Electronic,2020,2022,5800,1,200,3000,5900,8800,dc
39293,57f59bef7b775f2d476a5735ac37b071,Ж,1978,2020-09-04,R,Осинники,0,Договор на текущий счет для дебетовой карты,e9dbee09b19e637bfffb6d6142eaf5a6,"Дебет карта ПС МИР ""Бюджетная""",2020,-1,6100,19,3100,0,56200,43100,dc
162118,2a41ff74f4c13771461ae142aba00534,М,1949,2020-09-17,R,Ейск,0,Договор на текущий счет для дебетовой карты,f95b35f539287d2e6f865eb7ffd16077,"Дебет карта ПС МИР ""Бюджетная""",2020,-1,4000,2,6400,100,21200,21300,dc
159070,12d1c739252328fa52697d3497a521fa,М,1994,2020-07-14,R,Москва,0,Договор на текущий счет для дебетовой карты,8079534e64cd88a2f9659528d90ba558,Eurocard/MasterCard World,2020,2021,0,0,0,0,1500,1500,cc
34997,f8c4c974c6ead9d39c78322eb50c2b73,Ж,1995,2013-09-25,R,Уфа,0,Договор на текущий счет для дебетовой карты,ca773d8049fbd52ff15043830dc7638b,МИР СКБ ЗП,2020,2021,0,0,0,0,0,0,dc
70305,749f3956f529defe09f6804d6f1faa3d,Ж,1979,2010-02-02,R,Тюмень,150000,Кредитная карта,74f3f069a972b410b95a929731d6775c,,-1,-1,92700,1,0,0,92800,92800,dc
139595,bbe9086460691731637d145a7a6a6917,Ж,1995,2017-09-06,R,Стерлитамак,0,Договор на текущий счет для дебетовой карты,0156607b17f21d411bce82d922b2b4f7,Eurocard/MasterCard World,2020,-1,17600,22,0,0,66400,66400,cc
137396,863281f3f34f84f17d83e4dcad09f717,Ж,1995,2017-09-06,R,Стерлитамак,45000,Кредитная карта,07e6775b6d7d0be4b18378dfcda78e4c,,-1,-1,17600,22,0,0,66400,66400,dc
60669,3d34145cd6321f8d2fbd473ab476b0ec,Ж,1964,2020-09-24,R,Новосибирск,0,Договор на текущий счет для дебетовой карты,da707dbacb9902f6e11ff0b05568162d,VISA Classic Light,2020,-1,0,0,8200,3000,17600,19600,dc
209729,b19c004df54e4bc9b79d8a8d7c095c84,Ж,1963,2019-12-20,R,Армавир,0,Договор на текущий счет для дебетовой карты,6c985013cad31e8cd85569b08449280b,Eurocard/MasterCard World,2020,-1,20000,45,100,2300,59100,61400,cc
253131,be781e39e199588c54785a5315994aa5,М,1986,2020-09-07,R,Сергиев Посад,0,Договор на текущий счет для дебетовой карты,e0136c10d49436855862e77c44d4275f,Visa Platinum Rewards,2020,-1,13100,21,345100,244300,1054500,305900,dc
194287,f40d5272aebce721fd2eaf8a75ddf6d2,Ж,1982,2020-09-16,R,Санкт-Петербург,0,Договор на текущий счет для дебетовой карты,cbc2dad86ed77f93d3a6566f7164f6b1,VISA Classic,2020,-1,174700,127,30700,28100,291500,226700,dc
146500,8c4677d0e368be0a7246ad9e35015fa3,Ж,1987,2010-07-29,R,Омск,140000,Кредитная карта,7ae84e5c36b12b9e27fb221c0dae4919,,-1,-1,38400,7,0,0,165300,165300,dc
35256,add24dc07b6bf8299ede01f6d6659d11,М,1978,2018-03-16,R,Ставрополь,0,Договор на текущий счет для дебетовой карты,ec1c46e3e3596c482f46bcc36d504c00,,-1,-1,0,0,0,0,0,0,dc
35261,1accf561d3aae2f97fc1905bdbbd30b8,Ж,1962,2016-10-20,R,Кунгур,0,Договор на текущий счет для дебетовой карты,38f3619fa67ccda76d796afdd1c87142,МИР Debit,2020,-1,0,0,0,0,0,0,dc
124070,de240a390aa7696037c1dcb1a2e6e9a9,Ж,1986,2012-09-01,R,Уфа,0,Договор на текущий счет для дебетовой карты,05db077ab307270e19d49819b1d594fc,MasterCard Electronic,2020,-1,31800,59,4300,200,49100,48300,dc
136219,3cba5a6f1621c1eda660dd377e2f6604,Ж,1981,2020-09-11,R,Янаул,0,Договор на текущий счет для дебетовой карты,1f82afbe4773163e87b3902c2f3705e2,"Дебет карта ПС МИР ""Бюджетная""",2020,-1,8700,18,8700,4500,61300,58200,dc
114819,bc2a13e0b89384dfd03b42a9fca276e2,М,1960,2001-11-13,R,Краснодар,0,Договор на текущий счет для дебетовой карты,b3c260326e32f50efd179048990ab85e,Eurocard/MasterCard World,2020,-1,30900,25,0,0,325900,325900,cc
42300,9632a1a453221a8fb0dbcf124febc810,Ж,1992,2020-09-10,N,Санкт-Петербург,0,Договор на текущий счет для дебетовой карты,538844a6e51ddb168cb1dfc0074c607a,VISA Classic,2020,-1,9500,18,4300,500,16100,10100,dc
67848,f5f4cfee210e3e4f9405e0cf3d2f7512,М,1994,2011-11-15,R,Ишимбай,0,Договор на текущий счет для дебетовой карты,aefd0d2c429597a44adc391945ebe405,VISA Classic Light,2020,-1,8100,8,3400,100,59700,59600,dc
125262,6d99297a8da8a067902048c413f53390,М,1977,2009-06-01,R,Златоуст,0,Договор на текущий счет для дебетовой карты,b30eda6d93be0397b20017e3e0206c00,VISA Classic,2020,-1,500,3,2500,0,27000,27000,dc
184392,b93331db4ea5e8e688aee0ac972cf389,М,1953,2018-05-07,R,Уфа,0,Договор на текущий счет для дебетовой карты,0303bb5c1aceafb8c0a5c0fe7e100911,MasterCard Electronic,2020,-1,0,0,0,0,7700,7700,dc
102623,df7e4454745a456241b3d2ec39afa4ca,Ж,1998,2020-09-09,R,Санкт-Петербург,0,Договор на текущий счет для дебетовой карты,96ec6f274c676f508c8c59b04cfcc648,,-1,-1,0,0,2100,1000,5000,6000,dc
88091,8d3703ae421d5bfcb0deae37f089cbc1,Ж,1973,2013-11-20,R,Златоуст,0,Договор на текущий счет для дебетовой карты,0ecb92b83527f2402c1c3bda5840cab6,VISA Classic Light,2020,-1,500,1,12000,300,66300,66600,dc
35605,4b64e8e9db40bb50a4d3df2cf3612aad,М,1978,2020-09-05,R,Ростов-на-Дону,0,Договор на текущий счет для дебетовой карты,b41473042a6e9cd46ae1446914ec8b2c,Eurocard/MasterCard World,2020,-1,0,0,18400,38600,848400,887000,dc
181482,dfadba2f53dd7b508068652036b617cd,Ж,1975,2020-09-22,R,Ишимбай,0,Договор на текущий счет для дебетовой карты,f0f98375d0f2784e5d00ae18baf74f70,VISA Classic,2020,-1,18100,20,13800,13300,31500,31000,dc
77398,22323f6fa9ee9bb00d2e649b41f3af53,М,1995,2020-09-23,R,Ростов-на-Дону,0,Договор на текущий счет для дебетовой карты,31d63c51b9a56f0da9ee076032204f8d,Eurocard/MasterCard Platinum,2020,-1,10900,17,13400,2100,50400,31800,dc
66639,2448eb9e895137b63cd8bfb7e9d00e64,М,1977,2017-05-05,R,Саратов,0,Договор на текущий счет для дебетовой карты,86a83030116978f32c475d84c5e25d28,VISA Classic Light,2020,-1,200,2,3300,100,13300,13400,dc
35700,b38606cadd019d92b66a49bdb5f8e60b,Ж,1980,2012-03-14,R,Москва,0,Договор на текущий счет для дебетовой карты,e27243ce5d702d7e66ff7d2ef955a96f,MasterCard Electronic,2020,2020,0,0,0,0,0,0,dc
133601,8b8c1b00b1e987e8c69032794931194d,Ж,1972,2002-01-28,R,Ишимбай,0,Договор на текущий счет для дебетовой карты,ed40c612e0b2b7255f84199fb09effed,МИР СКБ ЗП,2020,-1,1000,2,7700,1400,33000,27400,dc
35789,492f267b7da4b80fb030e48bc83fe1ef,М,1990,2020-09-21,R,Москва,0,Договор на текущий счет для дебетовой карты,5fd2bbf5c5525bf1d155e9c83ca22737,MasterCard Electronic,2020,2020,300,2,100,200,300,500,dc
43513,7c42ada3a6ee311651ad5b8d0b5dcc5b,Ж,1979,2006-12-08,R,Баймак,0,Договор на текущий счет для дебетовой карты,844ba1a59cf6e86f19c10367632ad825,MasterCard Electronic,2020,-1,0,0,400,400,20000,20000,dc
44972,3053ec3aee35c6b5fe75caa70466230a,М,1976,2020-09-18,R,Воскресенск,0,Договор на текущий счет для дебетовой карты,9abf2839fecdec51f112f2336b89d49a,Visa Platinum Rewards,2020,2021,300,3,0,0,300,300,dc
35874,0ed2f7de3220464cd6c779e1c35cf16f,М,1981,2006-05-22,R,Уфа,0,Договор на текущий счет для дебетовой карты,b37de758da1d12301e382621775214d5,Eurocard/MasterCard World,2020,2021,0,0,0,0,0,0,cc
59689,43013952230c0770e4b3747ff3c27035,М,1983,2020-09-10,R,Колпино,0,Договор на текущий счет для дебетовой карты,b34c919c02a21b2d045654ab77566728,,-1,-1,0,0,0,0,500,500,dc
69438,54e7e1f91b72fca85451c5917e4e3ce0,Ж,1956,2020-09-24,R,Новороссийск,0,Договор на текущий счет для дебетовой карты,8853bbfdf3709567942891f9e580332b,"Дебет карта ПС МИР ""Бюджетная""",2020,-1,1000,1,6600,500,42000,41800,dc
