,client_id,gender,birth_date,create_date,nonresident_flag,city,contract_sum,product_category_name,card_id,card_type_name,start_date,fact_close_date,purchase_sum,purchase_count,current_balance_avg_sum,current_balance_sum,current_debit_turn_sum,current_credit_turn_sum,card_type
6552,69a2e0847e48247a6126c59823ba812d,Ж,1954,2008-09-10,R,Новосибирск,700,Договор на текущий счет для дебетовой карты,f0ab00d791dddc5effce72746158ecd4,Eurocard/MasterCard World,2019,2020,0,0,700,700,0,0,dc
6553,69a2e0847e48247a6126c59823ba812d,Ж,1954,2008-09-10,R,Новосибирск,700,Договор на текущий счет для дебетовой карты,0587d4dddd9da1d6f0cbf70ad60d1986,American Express Optimum,2019,2020,0,0,700,700,0,0,dc
6554,1de22a15e2174345fd60b8839045832c,М,1988,2019-09-30,R,Москва,0,Договор на текущий счет для дебетовой карты,1dc235b396fe49b524bbf7fb752180a9,,-1,-1,0,0,0,0,0,0,dc
6555,42c0b05ce51fbf89ccc19ddd673d70d8,М,1972,2014-07-23,R,Москва,0,Договор на текущий счет для дебетовой карты,40e103c960db6028d080cff6f1f8d77e,,-1,-1,0,0,0,0,0,0,dc
170563,6bc6498017f9ac9ef8a7299fcb76a98c,Ж,1949,2015-04-15,R,Уфа,0,Договор на текущий счет для дебетовой карты,53a8bbd2223a1546aaf82dd01b366f8e,МИР СКБ,2021,-1,40000,57,25100,10100,60100,42800,dc
24634,96d39bff6822e15c67ce7e47aeb87643,М,1976,2017-09-22,R,Уфа,400,Договор на текущий счет для дебетовой карты,8bfaf9efebdbfea80641e3f4bb48593f,МИР Debit,2020,2021,51500,1,10600,400,53000,53000,dc
24635,96d39bff6822e15c67ce7e47aeb87643,М,1976,2017-09-22,R,Уфа,400,Договор на текущий счет для дебетовой карты,59897e29686584326fa5fd24f70383be,МИР Debit,2017,2021,51500,1,10600,400,53000,53000,dc
6559,0be9f051b440b6a354cfea3489d5916f,Ж,1984,2006-07-19,R,Ростов-на-Дону,0,Договор на текущий счет для дебетовой карты,f8c87fdd848a260a08cdf70a7bb3398d,Eurocard/MasterCard World,2019,2021,0,0,0,0,0,0,cc
250869,eadadba43401ac993f11cb2462174b08,Ж,2002,2018-10-29,R,Бирск,0,Договор на текущий счет для дебетовой карты,b1b1796e157d5639f1c9d21ead8a7d5f,"Дебет карта ПС МИР ""Бюджетная""",2018,-1,0,0,600,0,8700,8700,dc
250870,eadadba43401ac993f11cb2462174b08,Ж,2002,2018-10-29,R,Бирск,0,Договор на текущий счет для дебетовой карты,8e22124f508ec12f9077b445fb723661,"Дебет карта ПС МИР ""Бюджетная""",2021,-1,0,0,600,0,8700,8700,dc
6562,709fac66d056723175ea9dd9b1407dab,Ж,1987,2017-05-24,R,Новосибирск,0,Договор на текущий счет для дебетовой карты,74630e338637203e9303f306bee1a09a,VISA Classic,2017,2020,9300,23,2600,1200,12000,11800,dc
6563,709fac66d056723175ea9dd9b1407dab,Ж,1987,2017-05-24,R,Новосибирск,0,Договор на текущий счет для дебетовой карты,d6ac2846e01f82a60310962ff08bb1f7,Eurocard/MasterCard Mass,2020,2020,9300,23,2600,1200,12000,11800,dc
63664,a9af22f1e89f6260d547bdc7551bf2aa,М,1988,2014-09-18,R,Янаул,0,Договор на текущий счет для дебетовой карты,a222a642651e7e7414da06764264f2ca,МИР СКБ,2020,-1,0,0,200,300,81800,82100,dc
