,client_id,gender,birth_date,create_date,nonresident_flag,city,contract_sum,product_category_name,card_id,card_type_name,start_date,fact_close_date,purchase_sum,purchase_count,current_balance_avg_sum,current_balance_sum,current_debit_turn_sum,current_credit_turn_sum,card_type
332703,2f82e673fd5df80315c3a82bf86f55db,М,1966,2008-08-06,R,Уфа,0,Договор на текущий счет для дебетовой карты,cdedd50de1dc11ecae4444e5f5d50b20,VISA Classic,2022,-1,1500,4,2000,0,39500,39500,dc
330506,2baec9bfe98e5752126ab57ea6ce5503,М,1991,2018-10-16,R,Екатеринбург,0,Договор на текущий счет для дебетовой карты,2c02882f6122362b5b6a40ca443143ba,,-1,-1,0,0,0,0,0,0,dc
331116,fe84343fe3d7c4cacde26007e916b1c0,Ж,1962,2005-07-27,R,Сочи,0,Договор на текущий счет для дебетовой карты,673290c0078d1a27ce995b3a903be3df,"Дебет карта ПС МИР ""Бюджетная""",2018,2022,15400,6,38400,15800,190400,198400,dc
331117,fe84343fe3d7c4cacde26007e916b1c0,Ж,1962,2005-07-27,R,Сочи,0,Договор на текущий счет для дебетовой карты,3ad91177934a8976b2adad09b5bda7ec,"Дебет карта ПС МИР ""Бюджетная""",2021,-1,15400,6,38400,15800,190400,198400,dc
331145,afc292d18fdb4af06ca630b81a3a7747,М,1990,2014-04-29,R,Калининград,160000,Кредитная карта,8078ce7b1a859e54e433015c49ecb465,,-1,-1,0,0,0,0,65100,65100,dc
331738,b75917ca9561c20f47a66a8081c3b046,Ж,1991,2015-04-06,R,Бирск,0,Договор на текущий счет для дебетовой карты,667d3423ed566ff883d53c9a6bda4176,МИР СКБ,2021,-1,26800,18,7900,1000,187500,188200,dc
330922,fc9390d96f89482429f1ecfc20bc64db,М,1973,2007-07-24,R,Стерлитамак,300,Договор на текущий счет для дебетовой карты,7f13ad565ff521d9c6264574ec1919c5,VISA Classic,2018,2021,0,0,3500,300,4500,0,dc
331601,d0ac01774c67157a408bafe9ac503e86,М,1986,2013-09-05,R,Уфа,0,Договор на текущий счет для дебетовой карты,4657fb77e11abbb6793acfc0b9964a26,VISA Classic Light,2019,-1,0,0,12200,2000,87000,88700,dc
331602,d0ac01774c67157a408bafe9ac503e86,М,1986,2013-09-05,R,Уфа,0,Договор на текущий счет для дебетовой карты,a613d6a8f75306a87de4188406ad9a1e,VISA Classic Light,2022,-1,0,0,12200,2000,87000,88700,dc
330994,6714e692986eb9fabc3e5c054e757ecd,Ж,1973,2019-12-03,R,Нижний Новгород,0,Договор на текущий счет для дебетовой карты,e5957b4cc5f451d5535dbf0183390500,Eurocard/MasterCard Mass,2019,-1,600,5,1700,100,14600,14700,dc
332757,7108fdc77cd3779515b9ed11c51cbd57,Ж,1965,2008-09-24,R,Сибай,29000,Кредитная карта,53efcb6a458c88a2c5883c183848e66b,,-1,-1,0,0,0,0,27100,27100,dc
330516,73b7aaad80392c14d535251bfc918490,М,1985,2018-12-19,R,Москва,0,Договор на текущий счет для дебетовой карты,eb1b4014e09cd44821ece60b8ec7d26f,,-1,-1,0,0,0,0,0,0,dc
332203,4c00f6ec662671b82783f0c33e2f6954,М,1969,2012-11-02,R,Москва,0,Договор на текущий счет для дебетовой карты,5c5dc1c30c843d290c66621b47de6acb,VISA Classic Light,2019,-1,569700,25,80600,11900,569700,294000,dc
332204,4c00f6ec662671b82783f0c33e2f6954,М,1969,2012-11-02,R,Москва,0,Договор на текущий счет для дебетовой карты,d58e6d72a25cad473d1eb3c4f8d6810f,VISA Classic Light,2022,-1,569700,25,80600,11900,569700,294000,dc
332205,4c00f6ec662671b82783f0c33e2f6954,М,1969,2012-11-02,R,Москва,0,Договор на текущий счет для дебетовой карты,17ac232f5402da46c964db8a95e25745,VISA Classic,2016,2020,569700,25,80600,11900,569700,294000,dc
332179,b216d9085db47f14fda96f6129c007d4,Ж,1961,2000-03-30,R,Октябрьский,0,Договор на текущий счет для дебетовой карты,9eb6cca6cc2ecd6f42d0e6525fc8afcc,"Дебет карта ПС МИР ""Бюджетная""",2021,-1,0,0,4100,100,29600,29600,dc
332180,b216d9085db47f14fda96f6129c007d4,Ж,1961,2000-03-30,R,Октябрьский,0,Договор на текущий счет для дебетовой карты,4400d94c3777fbc59f0ba9896fc8f943,"Дебет карта ПС МИР ""Бюджетная""",2018,-1,0,0,4100,100,29600,29600,dc
330526,ab9831419390d8450ad9e591ccf4f4cb,Ж,1988,2013-04-23,R,Сарапул,0,Договор на текущий счет для дебетовой карты,3a545a392039737e2bbfbe2840f629f8,Eurocard/MasterCard World,2019,2020,100,1,0,0,200,200,cc
330527,b258b424ec755a104fdd483a0bcb1140,Ж,1989,2012-02-20,R,Уфа,0,Договор на текущий счет для дебетовой карты,d21092d6e631c29c3910842190fd65f5,МИР СКБ ЗП,2020,2021,0,0,0,0,0,0,dc
330530,753fd6ec32fc2d00b82487fc949a7c07,Ж,1993,2016-03-23,R,Языково,0,Договор на текущий счет для дебетовой карты,184b67de6588679fddc1b97d649204a2,MasterCard Electronic,2016,2021,0,0,0,0,0,0,dc
333364,e4bd35225402aaa2f15b24fd30324282,М,1957,2016-10-20,R,Осинники,91900,Договор на текущий счет для дебетовой карты,b5289fff2948dfac8ef655c20c5b0bc5,"Дебет карта ПС МИР ""Бюджетная""",2019,-1,0,0,153100,91900,110100,27700,dc
333365,e4bd35225402aaa2f15b24fd30324282,М,1957,2016-10-20,R,Осинники,91900,Договор на текущий счет для дебетовой карты,d32b95366cd65fe6a9a13764f416a32a,МИР Debit,2017,2020,0,0,153100,91900,110100,27700,dc
332461,b43cf71154bc112d6187c711f9919965,М,2003,2018-11-30,R,Брянск,0,Договор на текущий счет для дебетовой карты,a398224b26254f0ff41d78e8bf944d0a,,-1,-1,0,0,0,0,600,600,dc
330535,72263aa42eb213feeecdf5540816c679,Ж,1972,2019-12-17,R,Юрга,0,Договор на текущий счет для дебетовой карты,f0071d8ab60ae39bc25274592643364c,,-1,-1,0,0,0,0,0,0,dc
330538,2445c4bbe0ddbf39cd32352b71c651d6,Ж,1971,2009-10-05,R,Сибай,0,Договор на текущий счет для дебетовой карты,bf9979d6d8b5ed26b77df4a61a5e369b,MasterCard Electronic,2020,-1,0,0,0,0,0,0,dc
330541,19f6017faf18ae42745e8be3fce6d0e7,М,1959,2011-08-16,R,Краснодар,0,Договор на текущий счет для дебетовой карты,20fc0b2c633cb9eb64b92346bbbc1014,,-1,-1,0,0,0,0,0,0,dc
330866,9e124099ec53006017ba601aac9ab332,М,1983,2013-03-16,R,Ставрополь,0,Договор на текущий счет для дебетовой карты,7e2bef5b6113df16e21f3ee70fc95ef9,Eurocard/MasterCard Mass,2020,-1,5200,3,11400,22600,29600,23500,dc
330543,64279cdd727196ffb843939e26038d15,Ж,1997,2015-09-28,R,Уфа,0,Договор на текущий счет для дебетовой карты,3f6c42928eb2fdd361e19adc667dd695,МИР СКБ,2018,2021,0,0,0,0,0,0,dc
332410,ee1b47635ee5bc03ce834526c8a5ed2c,М,1977,2016-08-18,R,Анапа,0,Договор на текущий счет для дебетовой карты,aaa14f576b1132a71c5bc3b9f6cdccf7,МИР Debit,2017,2021,200,2,1800,7600,46200,53900,dc
