,client_id,gender,birth_date,create_date,nonresident_flag,city,contract_sum,product_category_name,card_id,card_type_name,start_date,fact_close_date,purchase_sum,purchase_count,current_balance_avg_sum,current_balance_sum,current_debit_turn_sum,current_credit_turn_sum,card_type
327326,4d8832a64a0dae9b4a2ed163ed08eb1e,Ж,1976,2021-09-17,R,Кропоткин,0,Договор на текущий счет для дебетовой карты,4d5cd8df7a3ff4cc70884d10d8305370,Visa Rewards,2021,-1,14900,8,0,0,14900,14900,cc
327466,bed5bd194c3808c149e58e1e0da74486,Ж,1981,2012-03-26,R,Москва,75000,Кредитная карта,a7900d995c1cbc322c78fe845a46416d,,-1,-1,57800,40,0,0,61800,61800,dc
327359,2d917592403c73cb50fd31d90eadba98,Ж,1973,2022-05-21,R,Тула,0,Договор на текущий счет для дебетовой карты,a006f489e12b023c102e02f491e784e4,Visa Rewards,2022,-1,0,0,0,1000,0,1000,cc
327429,5684a57a86318f3182c8bfcade463a8f,М,1982,2015-10-02,R,Смоленск,0,Договор на текущий счет для дебетовой карты,2a3ede711503e2c99539f4fff8f8e9ea,Visa Rewards,2022,-1,0,0,0,0,0,0,cc
327448,f199c0e6692090e14b94ca431ffcf182,Ж,1985,2020-01-29,R,Гусь-Хрустальный,0,Договор на текущий счет для дебетовой карты,caa16542d64bc984fb88f7ac6f38e0c5,,-1,-1,0,0,36100,1120000,0,1120000,dc
328142,b544d118188dc5bbc895cac95fe1f358,Ж,1975,2009-03-12,R,Уфа,0,Договор на текущий счет для дебетовой карты,34c3a8befbbe7b801778f6e4fd501870,МИР Debit,2019,-1,0,0,3900,100,119300,119300,dc
327471,18bc14862e30dccf3ec79a9591361181,М,1971,2018-11-12,R,Смоленск,0,Договор на текущий счет для дебетовой карты,c794fa2e3099cb8f017d478cba1bc45c,,-1,-1,0,0,0,0,0,0,dc
327937,ccabbf1a7b40227223e5191929def372,Ж,1970,2019-08-09,R,Тамбов,0,Договор на текущий счет для дебетовой карты,c7ed5c42fdc7c2aba86baac2a297ebad,"Дебет карта ПС МИР ""Бюджетная""",2019,-1,4100,13,28500,2600,293700,276300,dc
328981,b285ddd581a2af65e6e5d88bd37c0de1,Ж,1961,2009-12-07,R,Баймак,0,Договор на текущий счет для дебетовой карты,c9c68e31e93559bebd84fa1483ce9686,"Дебет карта ПС МИР ""Бюджетная""",2018,2021,10900,24,24100,12000,876600,876700,dc
328982,b285ddd581a2af65e6e5d88bd37c0de1,Ж,1961,2009-12-07,R,Баймак,0,Договор на текущий счет для дебетовой карты,bd6b18fbd8188ece91ad01dcd49f2164,"Дебет карта ПС МИР ""Бюджетная""",2021,-1,10900,24,24100,12000,876600,876700,dc
330079,699592db3d2805712a11d167250582d0,М,1958,2009-10-16,R,Нижневартовск,0,Договор на текущий счет для дебетовой карты,68c32fb3cd7192399abfda95361dffcc,Eurocard/MasterCard Gold,2018,2022,0,0,1868400,471500,3000000,1040000,dc
327478,8bbd0882cc9e789c4fe2be5b669ce91f,Ж,1988,2018-09-05,R,Ростов-на-Дону,9600,Договор на текущий счет для дебетовой карты,cb24775e2a2c4fde6dddc9b8e01e850c,VISA Classic,2018,2021,800,2,4300,9600,11100,20600,dc
329594,b92a14633fee4d9c69d72f2f832a2b55,Ж,1992,2013-03-04,R,Приютово,0,Договор на текущий счет для дебетовой карты,3039b0a805da9e4c0c708a29fe394273,"Дебет карта ПС МИР ""Бюджетная""",2021,-1,25600,29,25500,43700,73700,86600,dc
329595,b92a14633fee4d9c69d72f2f832a2b55,Ж,1992,2013-03-04,R,Приютово,0,Договор на текущий счет для дебетовой карты,ca0767c882cb0650da9f0338d36b77df,"Дебет карта ПС МИР ""Бюджетная""",2018,2021,25600,29,25500,43700,73700,86600,dc
328107,41fe0fb57a50e63863e2779e9cdc7de4,М,1962,2017-01-26,R,Архангельское,0,Договор на текущий счет для дебетовой карты,b60f9b5ddc29b1bcb029297b95bd182d,VISA Classic Light,2017,2018,0,0,6700,6100,35400,41300,dc
328108,41fe0fb57a50e63863e2779e9cdc7de4,М,1962,2017-01-26,R,Архангельское,0,Договор на текущий счет для дебетовой карты,da907469030b3d35e5eb5b2417bf1ab3,МИР Debit,2018,2020,0,0,6700,6100,35400,41300,dc
328109,41fe0fb57a50e63863e2779e9cdc7de4,М,1962,2017-01-26,R,Архангельское,0,Договор на текущий счет для дебетовой карты,caad3bff310e86ffbd0316933d343283,"Дебет карта ПС МИР ""Бюджетная""",2020,-1,0,0,6700,6100,35400,41300,dc
327489,7f568d86bc3f4e23c780adc81b303c25,Ж,1986,2009-03-20,R,Уфа,0,Договор на текущий счет для дебетовой карты,4b825f6f92dec206a70ca54c9ec3e7ac,MasterCard Electronic,2015,2020,0,0,0,0,0,0,dc
328378,be9c3e488b79473b90f4356a8b28648c,Ж,1960,2009-06-04,R,Уфа,0,Договор на текущий счет для дебетовой карты,e1eec8e65cebf043a1b72ecb02cbd328,МИР СКБ,2018,2021,100,2,200,0,100,0,dc
327491,9c074f553309ae19ae7bd6f3bc163659,М,1982,2017-04-28,R,Санкт-Петербург,0,Договор на текущий счет для дебетовой карты,9e3d6e815f0d8a79239f9bdfdce054dd,,-1,-1,0,0,0,0,0,0,dc
329448,ad174cdb4f3520ebc9a68b9da0d81914,Ж,2002,2018-09-14,R,Туймазы,0,Договор на текущий счет для дебетовой карты,e24d5df8c83e6c11229c778f9f2495e8,,-1,-1,0,0,5700,7400,48000,46800,dc
327845,a35fdd7665499ff3770687ce165d3d8d,М,1977,2019-02-19,R,Серпухов,300,Договор на текущий счет для дебетовой карты,5cb13101576f4c4d02ef380ee2531082,MasterCard Electronic,2018,-1,0,0,2000,100,10900,10000,dc
327846,a35fdd7665499ff3770687ce165d3d8d,М,1977,2019-02-19,R,Серпухов,300,Договор на текущий счет для дебетовой карты,ff7397fe377cda69a60e1f5222191c06,MasterCard Electronic,2021,-1,0,0,2000,100,10900,10000,dc
328058,f1370f35acc057254207b3962a1a6610,М,1955,2006-12-01,R,Чишмы,16200,Договор на текущий счет для дебетовой карты,1f56c27a60780ca32e177d21f1251183,VISA Classic Light,2017,2021,0,0,25200,4500,60000,61800,dc
328059,f1370f35acc057254207b3962a1a6610,М,1955,2006-12-01,R,Чишмы,16200,Договор на текущий счет для дебетовой карты,55f45d8ae0c0339719b120d4c7a04047,VISA Classic Light,2020,-1,0,0,25200,4500,60000,61800,dc
327502,f913beb7cc3c8c47b4d0354b2ad08be0,Ж,1991,2017-06-05,R,Москва,300,Договор на текущий счет для дебетовой карты,43f9a4db97ea6d3f4186e944e028a91c,VISA Classic Light,2017,2020,0,0,0,0,0,0,dc
327503,f913beb7cc3c8c47b4d0354b2ad08be0,Ж,1991,2017-06-05,R,Москва,300,Договор на текущий счет для дебетовой карты,3dcb0670d1c24d8899cebd622ad926cf,Eurocard/MasterCard Gold,2020,-1,0,0,0,0,0,0,dc
328253,8e4e87ab6394a0ff877c0413b02444bf,Ж,1991,2013-05-31,R,Уфа,68000,Кредитная карта,55b58ef4481798e5d9befc72bb024196,,-1,-1,64600,43,0,0,129700,129700,dc
327913,708267388d290208591ec4ecee115091,Ж,1975,2012-02-28,R,Уфа,0,Договор на текущий счет для дебетовой карты,2434720b5aeb214ab9440120cfbd761c,Visa Platinum Rewards,2020,-1,200,2,0,0,1000,1000,dc
327905,c0876a2a5cf6d0f8229233703ef8ff64,М,1983,2018-04-19,R,Краснодар,0,Договор на текущий счет для дебетовой карты,c1a549d59bf6acf3bfd06fdcac56fd19,VISA Classic,2018,2021,600,2,2300,100,33600,33600,dc
327906,c0876a2a5cf6d0f8229233703ef8ff64,М,1983,2018-04-19,R,Краснодар,0,Договор на текущий счет для дебетовой карты,53421bd2a8299fb9f4cab8e3b2bf0d16,VISA Classic,2021,-1,600,2,2300,100,33600,33600,dc
329658,8a746b63b39d30b9e91d32b5f6ba780a,Ж,1976,2016-04-27,R,Красноусольский,400,Договор на текущий счет для дебетовой карты,15d05b19d6ba326604e4da09b5b294d9,"Дебет карта ПС МИР ""Бюджетная""",2017,2021,0,0,1600,1400,400,0,dc
329659,8a746b63b39d30b9e91d32b5f6ba780a,Ж,1976,2016-04-27,R,Красноусольский,400,Договор на текущий счет для дебетовой карты,714e0a71714ee6d0f50c62d3914e82cc,МИР Debit,2017,2018,0,0,1600,1400,400,0,dc
329660,8a746b63b39d30b9e91d32b5f6ba780a,Ж,1976,2016-04-27,R,Красноусольский,400,Договор на текущий счет для дебетовой карты,64311fd69cab762b1a5f8d308e3a4a2c,VISA Classic Light,2016,2018,0,0,1600,1400,400,0,dc
327514,22a9902a409e800f7e34294fe17de67b,Ж,1995,2015-07-06,R,Месягутово,300,Договор на текущий счет для дебетовой карты,3da269f450d5757e93714f81848dded2,МИР Debit,2018,2021,0,0,0,0,0,0,dc
327517,f42a0314c66c00d21a0836d0c1499bed,М,1994,2019-04-18,R,Краснодар,23200,Договор на текущий счет для дебетовой карты,150e31ae8620c781649aa74f9eeac0c0,VISA Classic,2019,-1,15900,11,5100,0,43600,35200,dc
327520,92668435e36b1fcae63af0d21cdc03e7,Ж,1958,2011-02-21,R,Чишмы,0,Договор на текущий счет для дебетовой карты,398dd9389f84b7b51db6e57fa65837c6,MasterCard Electronic,2019,2020,0,0,0,0,0,0,dc
327521,06c950c950af2a0fc2d11dbf1751b45d,Ж,2002,2018-09-07,R,Москва,0,Договор на текущий счет для дебетовой карты,6912b1b51787fff0bdf27eca62e3b2b9,"Дебет карта ПС МИР ""Бюджетная""",2018,-1,4100,2,300,100,4100,4200,dc
328419,1c3c7788a1600bb1ec9b818690d2a2e5,Ж,1984,2016-10-20,R,Уфа,0,Договор на текущий счет для дебетовой карты,dda7e80a4f524eb220d0ef4c2b8f68f6,VISA Classic,2019,-1,0,0,200,100,4800,4800,dc
327523,dd2a7110643443fcd30b0b6126d37d8b,М,2002,2018-09-26,R,Брянск,0,Договор на текущий счет для дебетовой карты,f8e60568c815e569809541c2586b5570,,-1,-1,0,0,0,0,0,0,dc
327524,2f01a25931935bc7227bc913e49f528b,М,1984,2020-02-25,R,Геленджик,100,Договор на текущий счет для дебетовой карты,8022a8c1370981dc2a8c66c54b44899a,Eurocard/MasterCard Mass,2020,-1,3500,8,2500,5100,52000,52900,dc
329001,50960464407f257ba262b49dbcfd764e,Ж,1955,2007-10-26,R,Калтан,0,Договор на текущий счет для дебетовой карты,63fb17ef5dbe1182912c65f1cfb788f9,МИР Debit,2019,2020,0,0,31500,1000,70000,13100,dc
329002,50960464407f257ba262b49dbcfd764e,Ж,1955,2007-10-26,R,Калтан,0,Договор на текущий счет для дебетовой карты,b79d1aa7877f3dfac1dfe6a8015d46cf,МИР Debit,2020,-1,0,0,31500,1000,70000,13100,dc
328111,5e4b976608c49a3951692d354bc4466b,М,1975,2018-05-23,R,Екатеринбург,19000,Договор на текущий счет для дебетовой карты,a59a7d3e916b88f289556c4277e07373,VISA Classic,2018,2021,50100,12,30500,9200,78600,77000,dc
328112,5e4b976608c49a3951692d354bc4466b,М,1975,2018-05-23,R,Екатеринбург,19000,Договор на текущий счет для дебетовой карты,a8bc428a8e9f55dc118e037450ed3268,Eurocard/MasterCard Platinum,2021,2022,50100,12,30500,9200,78600,77000,dc
328123,d09be4510dd6a6f9c49fb5e6621ea7c7,М,1956,2019-03-11,R,Москва,7400,Договор на текущий счет для дебетовой карты,16cc6261778af377c4d350c9cd8d0858,Eurocard/MasterCard Mass,2019,-1,400,3,100,0,400,0,dc
327533,33ae163b48ef5c928b67b51817b44278,Ж,1982,2017-08-14,R,Екатеринбург,144000,Кредитная карта,52c92e859cf747e439d50d1552224740,,-1,-1,0,0,0,0,0,0,dc
327534,40ba8791a182cd56bce01879b94772d5,М,1981,2019-06-17,N,Раменское,0,Договор на текущий счет для дебетовой карты,317ea45defccbcde4d66292914ac1ff3,,-1,-1,0,0,0,0,0,0,dc
327792,3adb3929e19f650c67801a005163bf86,Ж,1981,2020-06-23,R,Одинцово,300,Договор на текущий счет для дебетовой карты,1587128e3a7f27dec61386df5e54adaa,MasterCard Electronic,2020,2022,100,1,1400,100,45000,45000,dc
327838,1418d177abbb4ec9a6cff914de977fda,Ж,1977,2012-04-06,R,Самара,360000,Кредитная карта,f8f866be0a6472b252486618ab3f4e03,,-1,-1,0,0,2000,3500,191000,191000,dc
327822,2a602c563b76f54c282ee975416b2686,Ж,1975,2020-06-03,R,Смоленск,0,Договор на текущий счет для дебетовой карты,20416256676bf27ea877c5c5e2cef815,"Дебет карта ПС МИР ""Бюджетная""",2020,-1,400,2,600,100,46200,40300,dc
330134,3a4daed09d12c5b75751245a05622e83,М,1999,2020-01-15,R,Москва,0,Договор на текущий счет для дебетовой карты,c525d43f82bfb26ec5fffd4103be5779,Visa Platinum Rewards,2020,-1,1900,10,61100,300,821200,743700,dc
327543,3b187d3d4fa2653d8a36e30ba0523b10,Ж,1973,2016-09-30,R,Учалы,0,Договор на текущий счет для дебетовой карты,7cfe337ba209cbdd823088f7d28e9f9b,VISA Classic Light,2017,2020,0,0,0,0,0,0,dc
329088,ddad8d733e12a3904277907988e110d6,Ж,1955,2007-07-31,R,Серафимовский,0,Договор на текущий счет для дебетовой карты,690988dbf1ed173d4186c19a4dbe167f,МИР СКБ,2021,-1,0,0,1300,0,7400,6800,dc
330123,6cc608293c2d7838ed2fce356d38961b,М,1961,2016-09-30,R,Осинники,200,Договор на текущий счет для дебетовой карты,05053494c93cbb9d2696f28cf879e7eb,МИР Debit,2017,2021,0,0,29800,0,45000,22400,dc
330124,6cc608293c2d7838ed2fce356d38961b,М,1961,2016-09-30,R,Осинники,200,Договор на текущий счет для дебетовой карты,057a1d312167cd0f15bb58e184771612,"Дебет карта ПС МИР ""Бюджетная""",2020,-1,0,0,29800,0,45000,22400,dc
327547,5a85a849cddc3e1dea1b2dc956695370,М,1981,2004-05-31,R,Салават,0,Договор на текущий счет для дебетовой карты,b0c9a21bd7afb7c6f5c529e972dfbf28,Eurocard/MasterCard World,2020,2020,0,0,0,0,0,0,cc
328091,af2d53315ef35b411eeb81d31f9b973c,Ж,1966,2006-05-05,R,Армавир,1200,Договор на текущий счет для дебетовой карты,b93d9261616267f60e72274181598b54,VISA Classic Light,2021,-1,11700,2,8200,12300,147700,158900,dc
328092,af2d53315ef35b411eeb81d31f9b973c,Ж,1966,2006-05-05,R,Армавир,1200,Договор на текущий счет для дебетовой карты,44b1dee32ec2ed8adae70d9d355cb904,VISA Classic Light,2018,2022,11700,2,8200,12300,147700,158900,dc
328688,8c5e0fb4c77654d7d4923a84a203c6e0,М,1989,2017-12-08,R,Бирск,0,Договор на текущий счет для дебетовой карты,3b37f1de46828664214d4e65c5ebb58b,VISA Classic Light,2020,-1,5300,14,1100,0,90000,90000,dc
328028,4b234269d67071b91d215ac855b9263b,М,1996,2015-10-29,R,Уфа,0,Договор на текущий счет для дебетовой карты,07d983607f0da67b5896b45b4cd8bff7,MasterCard Electronic,2020,-1,0,0,2100,0,67100,67100,dc
330177,bde789808afbc04f8589519b3d831670,Ж,1970,2012-11-27,R,Нижневартовск,0,Договор на текущий счет для дебетовой карты,375e3d1b2a358bae0d89e0207fcd3a7b,Visa Platinum Rewards,2020,-1,5500,13,72800,100,848700,848100,dc
328174,099f3db0fc8b994b5466bb724a02c8fc,Ж,1963,2019-12-20,R,Армавир,0,Договор на текущий счет для дебетовой карты,b606e925ef8ddfb3273d050abcb10697,MasterCard Electronic,2019,-1,0,0,0,0,12000,12000,dc
328175,099f3db0fc8b994b5466bb724a02c8fc,Ж,1963,2019-12-20,R,Армавир,0,Договор на текущий счет для дебетовой карты,dff001de32c6af25d3f7933e7c3e30c3,MasterCard Electronic,2022,-1,0,0,0,0,12000,12000,dc
327694,d9c9438cb7640ff2f695f5f51070edfc,М,1987,2008-04-14,R,Кунгур,150000,Кредитная карта,549ec7fa44e90c2bc955ed37dd2d09c4,,-1,-1,0,1,0,0,0,0,dc
327830,d9c9438cb7640ff2f695f5f51070edfc,М,1987,2008-04-14,R,Кунгур,150000,Кредитная карта,549ec7fa44e90c2bc955ed37dd2d09c4,,-1,-1,0,0,0,0,0,0,dc
329702,0e484b427aa160c7b1e84da98fc52a69,Ж,1983,2020-09-07,R,Раевский,0,Договор на текущий счет для дебетовой карты,bc7066f6a7d81980edfd69f969294511,MasterCard Electronic,2020,-1,0,0,2800,2100,72600,69200,dc
329651,2f00eec405ffbe52e4d5c50008adbab6,М,2001,2020-09-16,R,Уфа,0,Договор на текущий счет для дебетовой карты,8867d817a84e5b20f6ad4a35eac07a77,"Дебет карта ПС МИР ""Бюджетная""",2020,-1,0,0,800,200,36000,24400,dc
328847,03b0d6b18d466454ef23f0484d45bd7d,М,2004,2020-09-28,R,Бирск,0,Договор на текущий счет для дебетовой карты,22c18942b42378beef17153d889ce8ab,"Дебет карта ПС МИР ""Бюджетная""",2020,-1,1600,5,600,200,7300,7300,dc
328741,123f6f891914b53963a2f05648b95966,М,1971,2020-09-11,R,Челябинск,0,Договор на текущий счет для дебетовой карты,285ecff3a02cc899db08117ce6f4c0df,,-1,-1,0,0,500,0,4800,4800,dc
328685,2b4718cf6ea3d08579a01a10f2100a3d,Ж,1951,2018-10-24,R,Самара,0,Договор на текущий счет для дебетовой карты,e909251a84abe49b8da28b19168d9a2a,Visa Platinum Rewards,2020,-1,0,0,1500,1300,45900,46000,dc
329086,2b4718cf6ea3d08579a01a10f2100a3d,Ж,1951,2018-10-24,R,Самара,0,Договор на текущий счет для дебетовой карты,e909251a84abe49b8da28b19168d9a2a,Visa Platinum Rewards,2020,-1,0,0,1100,800,45900,46000,dc
329095,63070dfe418044504d3256e98ebedb65,М,1987,2015-02-25,R,Геленджик,0,Договор на текущий счет для дебетовой карты,6dd5868b71d47d6d4a3d8a716c2c868d,Visa Platinum Rewards,2020,-1,30800,16,40400,73100,164100,223200,dc
329096,63070dfe418044504d3256e98ebedb65,М,1987,2015-02-25,R,Геленджик,0,Договор на текущий счет для дебетовой карты,9140cd4e1a72225af12ddeb21a45432d,Visa Platinum Rewards,2022,-1,30800,16,40400,73100,164100,223200,dc
328096,dbcb6b3ea271d580bdbb110964f97d06,Ж,1970,2020-11-16,R,Бийск,0,Договор на текущий счет для дебетовой карты,0d91cd84726683eebefc15e62f44ada1,Visa Platinum Rewards,2020,2021,11000,10,26000,38200,61000,99200,dc
328110,51f4d581ae0f274989ce21235735ad4e,Ж,1982,2015-02-09,R,Белово,50000,Кредитная карта,e112b943655c6c4495a4b07114d01a94,,-1,-1,14300,24,0,0,25300,25300,dc
328043,3fa8146bc9e930841ef40d44db26ad76,Ж,1996,2012-07-19,R,Уфа,0,Договор на текущий счет для дебетовой карты,de7c9a668fb208aa1dd0f3bb78c00518,,-1,-1,0,0,0,0,0,0,dc
328055,c25f00e7fb9361e15e154bb8c2714a65,Ж,1998,2020-11-27,R,Омск,0,Договор на текущий счет для дебетовой карты,99ab605f1d1de589307abc216aa5831f,,-1,-1,0,0,0,0,0,0,dc
328073,b232d96b5f0cb7394fb7375a8e8b7d78,М,1969,2014-05-27,R,Смоленск,0,Договор на текущий счет для дебетовой карты,1d1f92a39975e3edf72bd56c73bcf845,Visa Platinum Rewards,2020,2022,22400,25,51700,1900,163100,165000,dc
328078,508ad2a37100ce470681eb5b42041a9a,Ж,1982,2020-03-13,R,Вологда,60000,Кредитная карта,70e917697279d46ea7e3fea849187e38,,-1,-1,0,0,0,0,0,0,dc
328547,716a366eb22056a39e2db46dda208cea,Ж,1962,2020-10-07,R,Ковров,0,Договор на текущий счет для дебетовой карты,a83dcba17cb2e7ee0569d0d87578c7c6,Eurocard/MasterCard World,2020,2022,0,0,0,0,57900,57900,cc
328298,169c98727f6c73a25a6cd5735400fe8f,М,1987,2016-11-24,R,Мелеуз,0,Договор на текущий счет для дебетовой карты,0be1e35d85e9ba9c3998c4e2bc95eed1,Visa Platinum Rewards,2021,2021,0,0,0,0,0,0,dc
328514,0190aa25756f13e8dbaee872b016b04e,М,1976,2010-09-13,R,Уфа,0,Договор на текущий счет для дебетовой карты,a44b229c2fea2acbd42fd1f3740dc4ca,VISA Classic Light,2021,2022,0,0,256100,15100,820500,830000,dc
328390,6b426b0c4f6293938b40d28a58406581,М,1986,2021-02-02,R,Москва,0,Договор на текущий счет для дебетовой карты,710894984c8c082aa760c251969ec0b8,,-1,-1,0,0,0,0,0,0,dc
328735,4a6a50d94e22a7a41f9f34728d59a458,М,1962,2015-02-26,R,Стерлитамак,0,Договор на текущий счет для дебетовой карты,bdb2ba856b3c575e66017230667056fb,Eurocard/MasterCard World,2020,-1,20000,1,0,0,40000,40000,cc
328783,8c99525bcd461be67ebe2c2f40f113a2,М,1978,2021-03-01,R,Ангарск,0,Договор на текущий счет для дебетовой карты,1f64347f14be3b6f6d0ca3347eac7176,VISA Classic Light,2021,-1,24900,21,37800,39600,102600,107400,dc
328562,10501bbd6e7541af05786de20aa2f85e,Ж,1972,2015-12-25,R,Клинцы,0,Договор на текущий счет для дебетовой карты,e58f24bc52d3f9944802a74f063b213f,Visa Platinum Rewards,2021,2021,200,1,0,0,1200,1000,dc
329090,d7b362a1814779a0da35daa55190f8ce,Ж,1974,2021-03-19,R,Казань,0,Договор на текущий счет для дебетовой карты,7956397016f230e6a5653f5d642af564,VISA Classic,2021,-1,3700,17,6000,200,40200,32200,dc
328644,1c687307e794fb590b40a6fbe6f6ff74,Ж,1961,2007-09-24,R,Стерлитамак,0,Договор на текущий счет для дебетовой карты,d2fb0f49b2684c3aab26b0f9f21d787e,Eurocard/MasterCard World,2020,2021,3000,3,0,0,11200,11200,cc
329868,8d9cd88664445468c84c9c3037458452,Ж,1982,2014-11-27,R,Жуковский,0,Договор на текущий счет для дебетовой карты,647e10e0182050d336a8f625bea02dbd,Visa Platinum Rewards,2021,-1,26600,36,13500,6100,57600,63300,dc
329411,fe1bbb7f8b0d5df0c4b522f78bffd468,М,1985,2016-11-03,R,Уфа,0,Договор на текущий счет для дебетовой карты,1cbfc8a979b1d3a5394b2c07029ead86,Eurocard/MasterCard World,2020,-1,0,0,0,0,12800,12800,cc
328539,bfbaa8afa3903e01b7dd7025e0d26060,Ж,1996,2021-01-28,R,Уфа,0,Договор на текущий счет для дебетовой карты,c720819f5bdf1b073f069a57beb2827e,,-1,-1,0,0,0,0,0,0,dc
328716,2960d9032cc465972cfad7f60d9aadf2,М,1982,2019-02-13,R,Казань,30000,Кредитная карта,f995a4669fb271c7c0cfb88c80250210,,-1,-1,29600,1,0,0,34600,34600,dc
330132,49645ca1526e9e7fe324f7b9037c9a3d,Ж,1960,2020-07-21,R,Рязань,0,Договор на текущий счет для дебетовой карты,4af9d548be12f2f27a940637e9aae8d6,Eurocard/MasterCard World,2021,-1,0,0,0,0,105200,105200,cc
328853,d697135fbd9d8cd77f394a848879087f,М,1982,2010-12-21,R,Аскарово,0,Договор на текущий счет для дебетовой карты,37809f3468358fc732fc258472b2cd76,Visa Platinum Rewards,2020,-1,0,0,105700,221000,635000,826800,dc
328744,c0416e7c9edee3aff8b168b6e2b5d842,М,1954,2013-01-22,R,Уфа,0,Договор на текущий счет для дебетовой карты,cfe36541252218f2e4aa8e7ad32f5f14,Visa Platinum Rewards,2021,2022,0,0,600,0,20000,20000,dc
329245,c7b0d8bd72956c0e4a58307380417513,Ж,2001,2021-06-30,R,Федоровка,0,Договор на текущий счет для дебетовой карты,8ecd6bbf748574016fbdf91d34cf98eb,"Дебет карта ПС МИР ""Бюджетная""",2021,-1,0,0,18300,3000,37200,15100,dc
329879,568ae43bf7a7dd2803a5e01d9ac36f3f,Ж,1977,2012-06-05,R,Челябинск,0,Договор на текущий счет для дебетовой карты,3cbf0501653eea206023e5440923811c,Visa Rewards,2021,-1,5600,2,0,0,181700,181700,cc
330329,f67dbf9cabcdc42be431ceb1df3d71e1,Ж,1987,2013-05-14,R,Ижевск,0,Договор на текущий счет для дебетовой карты,fda0bb90edeaf738b136907f6357ff02,МИР Debit,2021,-1,0,0,0,0,16700,16700,dc
329020,24f7462969f031f0853f8c3e615392dd,М,1984,2021-08-09,R,Москва,0,Договор на текущий счет для дебетовой карты,e4f60339698e3422fedeca856917ac78,VISA Gold,2021,-1,0,0,26700,0,185800,185800,dc
329667,73b39101436b2eab7b3e451c23c92eb6,М,1990,2020-09-01,R,Тула,0,Договор на текущий счет для дебетовой карты,0ebede7e810124544f26ff5a8af408d5,Visa Platinum Rewards,2021,-1,3900,10,6000,1500,81500,70300,dc
329668,73b39101436b2eab7b3e451c23c92eb6,М,1990,2020-09-01,R,Тула,0,Договор на текущий счет для дебетовой карты,409e7271683f09f1226c1d3ec9e70a0a,Visa Platinum Rewards,2021,-1,3900,10,6000,1500,81500,70300,dc
329101,f8f666e502599c0f70c6d04620e05e4a,М,1977,2006-08-10,R,Нефтекамск,0,Договор на текущий счет для дебетовой карты,601138a5cbde0d0fc7f6f467e401e83b,Visa Rewards,2021,-1,28200,20,0,0,81000,81000,cc
329712,89d92c7ebd5a37e546c06dd4c55b2805,Ж,2000,2021-08-24,R,Стерлибашево,0,Договор на текущий счет для дебетовой карты,6ca9e02823a549b3ebc9503b41ec1450,Visa Platinum Rewards,2021,-1,15200,1,500,0,15500,15500,dc
329162,b012742d0896eb21e3a9d8faa014e881,Ж,1992,2021-08-27,R,Брянск,0,Договор на текущий счет для дебетовой карты,abea32d36de1bf483ae02939691baf9e,,-1,-1,0,0,0,0,0,0,dc
329189,109e060d949619e505e2ed79d81d3d17,Ж,1985,2015-12-30,R,Уфа,0,Договор на текущий счет для дебетовой карты,47742d53af88de68f48b70ece7e190a0,,-1,-1,0,0,0,0,0,0,dc
329692,66fa82026c478be4bf97555d9d434b80,М,1966,2021-09-08,R,Клинцы,0,Договор на текущий счет для дебетовой карты,9f1f83f541ad39d1da71a77c37008ece,VISA Classic Light,2021,-1,0,0,9300,2700,64600,60400,dc
