,client_id,gender,birth_date,create_date,nonresident_flag,city,contract_sum,product_category_name,card_id,card_type_name,start_date,fact_close_date,purchase_sum,purchase_count,current_balance_avg_sum,current_balance_sum,current_debit_turn_sum,current_credit_turn_sum,card_type
312764,edc86dcdbd71d5d8b0809a540d44a661,Ж,1977,2014-12-22,R,Уфа,0,Договор на текущий счет для дебетовой карты,4ffffdb3d4cd4918175927a164e50633,Visa Platinum Rewards,2020,-1,2900,2,93600,337700,1630100,1967800,dc
311677,82799be7c922da598c6005dda0de8982,М,1966,2015-06-22,R,Москва,0,Договор на текущий счет для дебетовой карты,982d0e40c08f85825fd1e1b1ea762115,Visa Platinum Rewards,2021,-1,0,0,40700,19500,659800,568000,dc
311329,51c497fe3ed5d84f231cf17478a53835,Ж,1982,2020-05-25,R,Орёл,0,Договор на текущий счет для дебетовой карты,a9036f8790cd963cfb7c8a881a9b56fe,Eurocard/MasterCard World,2020,2021,0,0,0,0,1300,1300,cc
311233,60edf0b0695aeaceb3afaad4f427c16f,Ж,1981,2021-02-26,R,Гусь-Хрустальный,513300,Договор на текущий счет для дебетовой карты,e866245c1f16a6469c72322f5683a85c,MasterCard Electronic,2020,-1,0,0,16600,300,690900,691200,dc
311279,e8a21105016722b3cd0c68e987c5cbf4,М,1986,2011-09-29,R,Екатеринбург,0,Договор на текущий счет для дебетовой карты,458ea69ea5f0f480f3abe1f917d89683,Visa Platinum Rewards,2021,-1,12900,22,864700,2100,1165900,1168100,dc
311932,85c1ef5e26e2cdaba4a231247021e9a1,Ж,1999,2021-04-26,N,Кореновск,0,Договор на текущий счет для дебетовой карты,9d4fb65ccb33f6e1cbf4c4416a5985ab,Eurocard/MasterCard Mass,2021,-1,33800,23,11000,4800,80600,83400,dc
311728,4143338c40ce0cd86ecf84bb75832a7b,М,1994,2021-04-23,N,Москва,100,Договор на текущий счет для дебетовой карты,e05c425efbc0853ff3b899c088e6904f,VISA Gold,2021,-1,5000,30,11800,300,48600,44700,dc
312253,7a6dcc38ed270be48cbdaefcef0657fa,М,2003,2021-05-18,R,Курган,0,Договор на текущий счет для дебетовой карты,bc3f05c0cac4994ae755c308eab49d5d,VISA Gold,2021,-1,0,0,500,0,43500,43500,dc
311844,941f58893c0dcfb9840dc48fd106c606,Ж,1952,2021-05-04,R,Красноярск,0,Договор на текущий счет для дебетовой карты,896c9dacf16bee9cda71bfc1392e0173,"Дебет карта ПС МИР ""Бюджетная""",2021,-1,0,1,1300,0,23900,23900,dc
311917,85219ab4d2316bd8ec1e85bff29d50a8,М,1975,2021-06-15,N,Екатеринбург,0,Договор на текущий счет для дебетовой карты,3afad4731d92dceb9562cd22830eec43,Eurocard/MasterCard Platinum,2021,-1,17500,6,8000,400,36600,25000,dc
311712,3a3bb8e27803f4cef6fa276693a21273,Ж,1966,2011-05-24,R,Омск,0,Договор на текущий счет для дебетовой карты,b51ee8ca5f3a8ffd7bbe27e04a116f77,Eurocard/MasterCard World,2021,2021,1000,3,0,0,8000,8000,cc
311621,97ddc3f0d67b1e79fc4576686498dfbe,Ж,1977,2012-04-06,R,Самара,0,Договор на текущий счет для дебетовой карты,4d6227efc6cc577e310eb0a4cd61db7d,Eurocard/MasterCard World,2021,-1,153200,215,0,0,272000,272000,cc
311650,7f3882216bfa56d59d48ecba34503144,М,1992,2013-05-20,R,Уфа,0,Договор на текущий счет для дебетовой карты,397349ac7f94fbb617d6f0d6742864ac,Visa Platinum Rewards,2021,2022,900,5,0,0,2000,2000,dc
311666,8c6a6b79142974a436e891c372cfc378,Ж,1979,2012-03-06,R,Уфа,0,Договор на текущий счет для дебетовой карты,b381959db562af7d0849731c33c29fb6,Visa Platinum Rewards,2021,2022,8700,3,11800,11300,88700,100000,dc
311669,dfaa384fb2807cfa8dbfda968f2a6f25,М,1976,2018-10-12,R,Москва,0,Договор на текущий счет для дебетовой карты,12bda5f79047c1cab79c8b6a242633a0,Visa Platinum Rewards,2021,2022,0,0,0,0,0,0,dc
311836,8f73dc7b2139785ca658d9e75fdd7fd3,Ж,1993,2021-07-20,R,Рязань,0,Договор на текущий счет для дебетовой карты,1febf54203ca02a564b2acb5736a07c0,Eurocard/MasterCard Mass,2021,-1,200,6,1100,0,10200,10200,dc
311740,1bf75064fd5f36a68867035f366c55e9,Ж,1965,2010-02-12,R,Баймак,0,Договор на текущий счет для дебетовой карты,ac22f0c49063b7ac8fd257f67c56e719,,-1,-1,0,0,0,0,0,0,dc
311778,f416102a4ca7bb2d6cebbf65bfa293e8,Ж,1968,2021-08-13,R,Казань,0,Договор на текущий счет для дебетовой карты,45ede2f49c21322be6b550ab96183f34,,-1,-1,0,0,0,0,0,0,dc
311791,f3048b7481d892eae3b3669f5343c9d6,Ж,1968,2006-08-10,R,Мелеуз,175000,Кредитная карта,bc4575225cc90b242db8457eb33e8e31,,-1,-1,1300,1,0,0,1300,1300,dc
311870,f3048b7481d892eae3b3669f5343c9d6,Ж,1968,2006-08-10,R,Мелеуз,175000,Кредитная карта,bc4575225cc90b242db8457eb33e8e31,,-1,-1,0,0,0,0,1300,1300,dc
311792,e3d4e3eaa3d20d8bff26ffa36d2192e0,М,1985,2013-10-23,R,Санкт-Петербург,0,Договор на текущий счет для дебетовой карты,991f836ef78b4d491a902678b4db9691,Visa Rewards,2021,-1,146500,8,0,0,148900,148900,cc
312147,3906de7ad5ec95ebdae3d47abaf018a7,М,2004,2021-09-21,R,Аскино,0,Договор на текущий счет для дебетовой карты,b06b046c1e02303963fa27b2ddac40c9,"Дебет карта ПС МИР ""Бюджетная""",2021,-1,3300,26,500,0,3500,3400,dc
311817,2d37877788ad0be58d5eb6208a55dddb,Ж,1980,2014-05-30,R,Янаул,0,Договор на текущий счет для дебетовой карты,913179909e84f0f8817b6baf1f891fe5,Visa Rewards,2021,-1,0,0,0,0,22000,22000,cc
312010,344d305ef33067a29ab2b55810e9d0a5,Ж,1971,2020-04-03,R,Москва,0,Договор на текущий счет для дебетовой карты,656817a3fe87f306064c3480fa3d7d27,Visa Rewards,2021,-1,60300,36,0,0,84200,84200,cc
311937,ed5e49544e47fa3c12b1a6b7a3bb9651,М,1983,2008-07-22,R,Уфа,0,Договор на текущий счет для дебетовой карты,71959c3db38f0ee8318ce1a733d08e6c,Visa Platinum Rewards,2021,-1,5400,12,9100,11000,78600,89700,dc
312139,4de84218d602c9353d73e5fcf26e5748,М,1983,2016-10-20,R,Санкт-Петербург,100000,Кредитная карта,35edf2c2f210a146c60b2258fcb8a06a,,-1,-1,214600,8,86600,79100,294700,334300,dc
312390,45065ca5dde320943bca41b9663a40d8,М,1982,2021-11-10,R,Белорецк,0,Договор на текущий счет для дебетовой карты,574fcd9983b90cad708d2c72d2cd3a46,"Дебет карта ПС МИР ""Бюджетная""",2021,-1,1200,7,2500,1300,38700,39800,dc
312132,17001a17c5f20ef1a884cad20a6dc806,М,1990,2016-11-29,R,Москва,0,Договор на текущий счет для дебетовой карты,774cc6cbf0fa63c243224872cb64d37c,MasterCard World Elite,2021,2021,0,0,0,0,0,0,dc
312205,940b38876ffe078abc32e2edf76e195d,Ж,1978,2012-12-18,R,Аскарово,0,Договор на текущий счет для дебетовой карты,3c4824a4cb8a4d96a58aa6c3e7a73ae7,Visa Platinum Rewards,2021,-1,59800,22,24700,3700,132500,136300,dc
312618,9661182e975d1809e34f56b0d69465c3,М,1976,2010-10-04,R,Екатеринбург,0,Договор на текущий счет для дебетовой карты,9c87195301dafcdb5aefad40a41d7745,Visa Platinum Rewards,2021,-1,95800,78,25000,4000,184400,185900,dc
312373,5d6e48f65747f742b9f09dcf112bf870,М,1987,2022-02-08,R,Санкт-Петербург,0,Договор на текущий счет для дебетовой карты,520cc2b0dd0710c5abc033cb46c5529f,Visa Rewards,2021,-1,15000,9,0,0,15000,15000,cc
312672,809c5a1441621306488f581a915f0e17,М,1974,2011-08-15,R,Воскресенск,0,Договор на текущий счет для дебетовой карты,842d4c4de1b1f4cc4de7a6d7374da759,Visa Platinum Rewards,2021,-1,42600,64,62900,40200,324200,355600,dc
312843,400ee24a734d1f84b8c575951fe7d7b5,М,1966,2009-01-11,R,Благовещенск,255000,Кредитная карта,6ed51b9a0531a57f9de6997f35c579ba,,-1,-1,60100,32,0,0,70200,70200,dc
312604,9cf7121e131fd5dfc59ff0e21ac8aa21,М,1985,2021-05-29,R,Москва,0,Договор на текущий счет для дебетовой карты,bd63282556eb2b37121e9a9fe6830fb4,Visa Rewards,2022,-1,21000,24,0,0,51600,51600,cc
312788,49789747d091e581fb45c5586def94d9,Ж,1989,2010-09-20,R,Уфа,300,Договор на текущий счет для дебетовой карты,9e59fb1df53fea70a48b046f4f9e46b6,МИР Debit,2022,-1,7700,17,8100,1000,35400,33400,dc
312597,503044db11b88c3f83bd9dc6e5141c2d,Ж,1972,2022-03-19,R,Санкт-Петербург,15000,Кредитная карта,3185bca67eacdddff8586c35097e0acd,,-1,-1,0,0,0,0,15000,15000,dc
312600,1f2b3d98d36d3d2a7a1fe155f3cf1adc,Ж,1962,2022-01-13,R,Ярославль,22000,Кредитная карта,bff035da34e1ab25dcf485a03d6f4088,,-1,-1,17400,24,0,0,28400,28400,dc
312760,a240af1fcbffc90428a545148163e7af,М,1985,2022-04-27,N,Москва,0,Договор на текущий счет для дебетовой карты,7fa7f2b4d42170c89c20a5396da8bced,VISA Classic,2022,-1,1100,6,1700,21400,4400,21800,dc
312781,f0e9dab95da98d17fad090dedb2fb4fd,М,1997,2022-04-25,R,Москва,0,Договор на текущий счет для дебетовой карты,e26b71b387c4704bd48475bb7e5a212c,Visa Rewards,2022,-1,17600,20,0,0,18800,18800,cc
312833,50cb82d63240b3453b5738ff2aadfc41,Ж,1958,2022-04-08,R,Тула,0,Договор на текущий счет для дебетовой карты,bb8a9d2fed189e0ebad6125da1422cf6,VISA Gold,2022,-1,3600,23,6500,100,29600,29700,dc
312758,fc3745218f4a8e49ca7ed9183d6f037d,М,2002,2018-09-11,R,Краснодар,0,Договор на текущий счет для дебетовой карты,2befdd344ce20229ca43e6d4bb13f9ea,Visa Platinum Rewards,2022,-1,0,0,600,9200,1800,11000,dc
312777,4a1ecdb5d20aa2f42390b22f0e4df046,М,1982,2019-07-12,R,Набережные Челны,0,Договор на текущий счет для дебетовой карты,e4851627139fbf8a25be55e0d7bc29d7,Visa Rewards,2021,-1,123400,7,0,0,123400,123400,cc
312779,d917d5c763bfb743d8b4234c4f148dc9,М,1984,2013-07-01,R,Нижний Новгород,0,Договор на текущий счет для дебетовой карты,9d7e5e019cfbb69720978ed95a818dd0,МИР Debit,2022,-1,0,0,12600,14000,0,14000,dc
312793,f87d53fecf3ac67f28ccce2747d622fc,Ж,1983,2016-12-15,R,Пенза,0,Договор на текущий счет для дебетовой карты,69b08f114216fb0e61ebcd3baaa97dcb,Visa Rewards,2022,-1,0,0,0,0,0,0,cc
312834,1bf14d9983f055a7d86ec918fac3b1b7,Ж,1971,2016-02-17,R,Белебей,0,Договор на текущий счет для дебетовой карты,ae0dbb3d9ea9fc6b1f6a1325f7824e67,Visa Platinum Rewards,2022,-1,1000,4,200,0,1000,1000,dc
312847,8ebc0a229b205788180b744da1888137,Ж,1988,2020-05-14,R,Ковров,0,Договор на текущий счет для дебетовой карты,106f8b5960bee3510e8eae53745b5128,MasterCard Electronic,2020,-1,0,3,1500,0,16000,16000,dc
314733,80bd12d43212faf0249b99cd83e16464,М,1961,2018-07-13,R,Туапсе,10200,Договор на текущий счет для дебетовой карты,d617dea5403df02318d06f4900ebea99,Eurocard/MasterCard Platinum,2021,-1,9100,15,18300,7500,79700,80400,dc
314734,80bd12d43212faf0249b99cd83e16464,М,1961,2018-07-13,R,Туапсе,10200,Договор на текущий счет для дебетовой карты,c12c07de37b16eda02fdab5225d703aa,VISA Classic,2018,2021,9100,15,18300,7500,79700,80400,dc
313045,0c0924f84e950a7d7d1f3bd368be63f4,Ж,1978,2006-08-29,R,Химки,14300,Договор на текущий счет для дебетовой карты,be657a9d16d617813acf0e98274aa27a,VISA Classic,2018,-1,64400,38,168900,15300,1199100,1199000,dc
313046,0c0924f84e950a7d7d1f3bd368be63f4,Ж,1978,2006-08-29,R,Химки,14300,Договор на текущий счет для дебетовой карты,1d8435989b37b7b2e92a96fc35fc7175,VISA Classic,2015,2019,64400,38,168900,15300,1199100,1199000,dc
313959,8a6631e081965454056f0488cfd19979,Ж,1984,2012-07-23,R,Уфа,0,Договор на текущий счет для дебетовой карты,6dff28e75a6b84fdab31cddbe88a9d0b,"Дебет карта ПС МИР ""Бюджетная""",2020,-1,2000,23,6400,8100,314000,321900,dc
