,client_id,gender,birth_date,create_date,nonresident_flag,city,contract_sum,product_category_name,card_id,card_type_name,start_date,fact_close_date,purchase_sum,purchase_count,current_balance_avg_sum,current_balance_sum,current_debit_turn_sum,current_credit_turn_sum,card_type
50006,249422216b80403eaf4985dc6d025959,М,1981,2015-02-11,R,Санкт-Петербург,80000,Кредитная карта,c218ae58b1657e534b71ccc31242b63a,,-1,-1,119000,30,0,0,242100,242100,dc
25017,2d68c3426e21961813533339fa4b87a4,Ж,1986,2019-01-25,R,Жуковский,0,Договор на текущий счет для дебетовой карты,460395d471d4d8c5e2d2ef0806beb7ad,VISA Classic,2022,-1,22300,61,6700,2400,22300,17800,dc
64979,5ec6c4d41ac26c51910cf08f8a51a8ea,Ж,1971,2015-08-20,R,Учалы,0,Договор на текущий счет для дебетовой карты,a41a5e44a5ddef59bce66b2432a360a0,Eurocard/MasterCard Mass,2015,2019,141700,32,21400,11700,502600,511200,dc
64980,5ec6c4d41ac26c51910cf08f8a51a8ea,Ж,1971,2015-08-20,R,Учалы,0,Договор на текущий счет для дебетовой карты,1d9ad9fcc3faa2f8e6c1150a8a24a0a4,VISA Classic,2021,-1,141700,32,21400,11700,502600,511200,dc
154940,72d509a94728ecc7057c8d24a15665e9,Ж,1969,2017-01-24,R,Санкт-Петербург,0,Договор на текущий счет для дебетовой карты,f3615ba971742618522a1ad31472f09d,,-1,-1,0,0,515800,110300,1560000,1210300,dc
78134,e81da44a44fc75ce5b786a9792514934,Ж,1973,2019-09-10,R,Ростов-на-Дону,0,Договор на текущий счет для дебетовой карты,1322a3c6458e800a059d5b54420a9d99,VISA Classic,2019,2020,0,1,36800,25500,193000,199200,dc
78135,e81da44a44fc75ce5b786a9792514934,Ж,1973,2019-09-10,R,Ростов-на-Дону,0,Договор на текущий счет для дебетовой карты,0964dc722ae5dae40e189640e4541719,Eurocard/MasterCard Platinum,2020,-1,0,1,36800,25500,193000,199200,dc
7268,0a3f757708c7e0c1290432680248fd2d,М,1960,2014-11-26,R,Уфа,0,Договор на текущий счет для дебетовой карты,21f069dacc84c7ed044a9ee3fc4ec383,VISA Classic,2017,2021,0,0,0,0,0,0,dc
13865,eb5fba3753498255cb92f4a4bfa52ef5,Ж,1989,2015-09-23,R,Краснодар,0,Договор на текущий счет для дебетовой карты,674dd44bf876f548c3f27dc8f580fd59,MasterCard Electronic,2018,-1,0,0,0,0,250000,250000,dc
7270,f105268c82b40062954bb0bfd40fcb90,Ж,1996,2019-01-23,R,Санкт-Петербург,0,Договор на текущий счет для дебетовой карты,50742c37414959a7657203d2f2ce3353,,-1,-1,0,0,0,0,0,0,dc
163679,815e1cfaabf8fe5424cd2953f9b79e46,Ж,1969,2017-01-24,R,Санкт-Петербург,0,Договор на текущий счет для дебетовой карты,c9c106123fee5ab71de74504d8380d39,,-1,-1,0,0,28900,30300,560200,581000,dc
82610,2e9bf44d5cd8fe963ba174e152e7e51e,Ж,1974,2014-03-04,R,Таганрог,0,Договор на текущий счет для дебетовой карты,e1a27a63d8ff011b819e0956d428f5b3,Eurocard/MasterCard World,2018,-1,20400,18,0,0,26200,26100,cc
7276,4a9ccfcfe83ec0405d107736b8f3072a,Ж,1986,2016-10-21,R,Уфа,0,Договор на текущий счет для дебетовой карты,a79909403cdd3912c04a393f17132f39,МИР Debit,2017,2020,0,0,0,0,0,0,dc
16744,386b055d4ef260903fee6e6702027383,М,1994,2019-03-26,R,Москва,100,Договор на текущий счет для дебетовой карты,c8bcb6d75609eaf147288034d164b807,VISA Classic Light,2019,2022,0,0,3400,200,92300,92500,dc
7278,826d429e147c2c95699b3c2c9b5bddc4,М,1969,2019-12-23,R,Тверь,0,Договор на текущий счет для дебетовой карты,28e5d133081629e7abaf38fa4e591b36,,-1,-1,0,0,0,0,0,0,dc
173420,bfc47afb7985f3ca1c7e103fed1ae313,М,1948,2011-12-21,R,Октябрьский,500,Договор на текущий счет для дебетовой карты,256813ce5b2c339b896a4ad10d87ff26,"Дебет карта ПС МИР ""Бюджетная""",2019,-1,700,3,4300,0,30200,29600,dc
7282,b8ab8d3a714e6a6a8d39ee9f23d69955,М,1986,2020-05-15,R,Воронеж,100,Договор на текущий счет для дебетовой карты,5f020f6be0d7e8e8a9dbea6384942f53,VISA Platinum,2020,-1,16300,27,12800,2100,103800,75700,dc
23050,b3dcc21ee93cbeadde2820a918f49ff4,М,1994,2010-09-10,R,Благовещенск,0,Договор на текущий счет для дебетовой карты,95d7b812e089a4d1523a3662291397e2,VISA Classic,2019,-1,1200,8,3300,1200,46200,47200,dc
141391,3a93305ec82d5ec9a873fa3b4b997db9,Ж,1981,2018-07-13,R,Ижевск,0,Договор на текущий счет для дебетовой карты,13280369a321ded874dcd6486462bf5c,МИР Debit,2019,2022,0,0,0,0,99000,99000,dc
24712,733cf3388ea9dc45dc5a70b3af290193,Ж,1969,2016-02-27,R,Октябрьский,300,Договор на текущий счет для дебетовой карты,42828e02df106ef758ff3d77690a953c,Eurocard/MasterCard Gold,2019,-1,0,0,1057500,300,1660000,270200,dc
24713,733cf3388ea9dc45dc5a70b3af290193,Ж,1969,2016-02-27,R,Октябрьский,300,Договор на текущий счет для дебетовой карты,6de3c6145a76ef9b41a382b3e3d68ea4,VISA Classic Light,2016,2019,0,0,1057500,300,1660000,270200,dc
7287,1191938891b0c10c112db6c8c0a8f971,М,1994,2017-10-09,R,Нижневартовск,0,Договор на текущий счет для дебетовой карты,78a8dda3d7f6c27b65faad486f21a1ec,VISA Gold,2020,-1,246500,82,64700,181300,392200,564100,dc
7288,93280c7fdcd6c83b5e143fd1f1d1101d,М,1991,2020-05-25,R,Орёл,0,Договор на текущий счет для дебетовой карты,0d7dbdfb66880cbe111e2f1be461004c,Visa Platinum Rewards,2020,2021,1100,3,0,0,1200,1200,dc
15256,ca4bb20c5c4f0327d110c2ecd68747b9,М,1963,2020-06-17,R,Волгоград,0,Договор на текущий счет для дебетовой карты,9bccbafef333e2650fbe2c34716b53ae,Visa Platinum Rewards,2020,2020,0,0,700,0,20500,20500,dc
108269,f40c996204c699fb60f82bb9911c8bc8,Ж,1990,2015-05-20,R,Кемерово,0,Договор на текущий счет для дебетовой карты,29776ccd393d4cef5c0911b189a89abf,МИР Debit,2020,-1,0,0,1700,0,50000,50000,dc
39602,2827d611fdbbd7ff0835873131c178f7,Ж,1980,2003-01-01,R,Санкт-Петербург,0,Договор на текущий счет для дебетовой карты,ae69b4dcb09eff5dbf5ab4dda00c476f,VISA Classic Light,2019,2022,0,0,100,100,10500,10500,dc
192316,905a8e671ef9b74d280e42c8f7543878,Ж,1973,2020-06-17,R,Бийск,0,Договор на текущий счет для дебетовой карты,970ea046bba19a9ac8ea62e5c7cfd73d,MasterCard Electronic,2020,-1,0,0,5300,100,16600,16700,dc
7302,3df394bd8fd0959223591984f824eac6,М,1986,2018-06-26,N,Москва,0,Договор на текущий счет для дебетовой карты,66c07e9086bb637612f554b3074db3f7,VISA Classic,2018,2021,0,0,0,0,0,0,dc
231325,7a69399053c0aa0e9562c4890084cbd2,М,1959,2013-09-11,R,Надым,300000,Кредитная карта,de92adfcc7d7d41fee7aefbe98428bfb,,-1,-1,161200,75,0,0,211200,211200,dc
40322,afa4a4cfc33c40ffd99c432f5094ddfa,Ж,1969,2016-10-17,R,Стерлитамак,180000,Кредитная карта,acdd31f40a901dbb21d9346b410c9010,,-1,-1,0,0,0,0,300,300,dc
83743,18f3e44a57e0bcef7fe93d1d57b565f8,Ж,1954,2016-09-30,R,Благовещенск,0,Договор на текущий счет для дебетовой карты,2fed72c8268d2133fa2a2997944b0d88,Eurocard/MasterCard World,2019,-1,8700,3,0,0,60200,60200,cc
7308,4f6f82f0ba456c5f589e0854b014d239,Ж,1978,2016-10-20,R,Белорецк,0,Договор на текущий счет для дебетовой карты,f574c76e27ab10c69715286100b8e309,,-1,-1,0,0,0,0,0,0,dc
191008,18917ae1e252a6aa6f880b002b8cfcb3,М,1984,2013-04-22,R,Москва,0,Договор на текущий счет для дебетовой карты,aaaeeb7de4d3b33347a3dfb0515fa54f,VISA Classic,2020,-1,0,0,4700,300,161700,162000,dc
208545,9f91d0ef7cf68ca7908818c155c18b65,М,1972,2014-02-17,R,Уфа,0,Договор на текущий счет для дебетовой карты,219c25fc2d7be9cf1a223d242d3b4faf,МИР Debit,2017,2020,0,0,1100,100,73100,73100,dc
208546,9f91d0ef7cf68ca7908818c155c18b65,М,1972,2014-02-17,R,Уфа,0,Договор на текущий счет для дебетовой карты,c9fb48dbf0c882ff351529406d4b173c,VISA Classic,2017,2018,0,0,1100,100,73100,73100,dc
208547,9f91d0ef7cf68ca7908818c155c18b65,М,1972,2014-02-17,R,Уфа,0,Договор на текущий счет для дебетовой карты,5434a0487e9a0df24d7aa5f9b9b1209b,"Дебет карта ПС МИР ""Бюджетная""",2020,-1,0,0,1100,100,73100,73100,dc
7318,dc130442d61f987514744bc4d9e797fb,М,1999,2018-10-09,N,Ковров,0,Договор на текущий счет для дебетовой карты,9bfe10be4bee5dcb86a31031f19178c8,,-1,-1,0,0,0,0,0,0,dc
7320,1b3da3c41c412a72d1d2b57c4c2f6780,Ж,1995,2012-10-12,R,Краснодар,0,Договор на текущий счет для дебетовой карты,e486b6a0d858bab5a03b51e57581deed,Eurocard/MasterCard Mass,2019,-1,600,5,200,0,11600,5200,dc
30363,5c86552426e20573f090ae997207c6a3,М,1971,2004-10-15,R,Ейск,170000,Кредитная карта,9082ae1c34c4a8478e8cf87c89fa9629,,-1,-1,9500,1,0,0,9500,5600,dc
49228,8c956c555a7e6c0a0d1f4694a05d8f30,М,1978,2013-03-07,R,Салават,1700,Договор на текущий счет для дебетовой карты,10c6ab538afcb145b31b0964377b97fc,VISA Classic Light,2018,2021,23900,56,10700,3800,51700,52500,dc
7326,1631ec6eaadc342026701a5dfdfca76c,Ж,1966,2009-01-20,R,Туймазы,0,Договор на текущий счет для дебетовой карты,0184f1e585b4993db3bb2763a17e5662,VISA Classic,2017,2021,0,0,0,0,0,0,dc
165316,f504fe2e963b04f0574e528276e4971e,Ж,1976,2017-03-31,R,Владимир,430000,Кредитная карта,2ff439b42cd32b1da119ffbe54c534b7,,-1,-1,47300,41,0,0,65600,65600,dc
13202,93b9c850f8bf7aaee6ee1ffeeb57d4d6,Ж,1990,2020-06-23,R,Юрга,0,Договор на текущий счет для дебетовой карты,46ae355aa500a432a6c369bfd8d1ad22,MasterCard Electronic,2020,-1,0,0,0,100,0,100,dc
249469,7cb224fdaadd0e81d02cdd13df178d32,Ж,1954,2010-06-07,R,Белебей,0,Договор на текущий счет для дебетовой карты,0d0b36dc7bafb50a536d85eba7302487,MasterCard Electronic,2017,2022,0,0,600,0,8600,8500,dc
7334,57823beb00a8bf69eb90fc8dac790c80,Ж,1987,2007-04-05,R,Краснодар,0,Договор на текущий счет для дебетовой карты,4eb4291e1cf872c0b1df389e17db87cd,,-1,-1,0,0,0,0,0,0,dc
274535,cc8d8e388100367b001530235f45a7c7,Ж,1979,2010-09-16,R,Нижний Новгород,50000,Кредитная карта,9f729731d7d4e5d642ab5eee55d7e864,,-1,-1,72900,56,0,0,144200,141500,dc
19781,981610f1855cd677e0126edc2039b3c5,М,1983,2018-02-13,R,Омск,0,Договор на текущий счет для дебетовой карты,5de6b35e420a44bac0dd4337d65c47f5,VISA Classic Light,2021,2021,19900,14,9700,10100,65600,65600,dc
19782,981610f1855cd677e0126edc2039b3c5,М,1983,2018-02-13,R,Омск,0,Договор на текущий счет для дебетовой карты,dfa04a14867311caae8eaf0b30cb6bcb,VISA Classic Light,2018,2021,19900,14,9700,10100,65600,65600,dc
132806,9511537d2003c225020fa6e7dc01c299,Ж,1974,2015-05-19,R,Уфа,0,Договор на текущий счет для дебетовой карты,4ddc81b115a665dd57ec02c9e342b83c,Visa Platinum Rewards,2019,-1,7800,14,1900,1100,11900,12000,dc
7342,28b99d244fce0c5311f29249a7e4b4fd,М,1975,2018-11-01,R,Москва,0,Договор на текущий счет для дебетовой карты,cfb9f440d8cacf7ee3c3b5d4a59b1f8d,,-1,-1,0,0,0,0,0,0,dc
44602,7c3584a53b96b5dfbe5385d158ec9eb3,М,1988,2018-05-08,R,Калининград,89900,Договор на текущий счет для дебетовой карты,e70481897915564f8f5f47c1cda858f2,Eurocard/MasterCard Mass,2018,2021,300,2,2900,0,89900,0,dc
7346,f1f42102155e53cbfd967e94957153af,М,1966,2019-11-25,R,Челябинск,0,Договор на текущий счет для дебетовой карты,f57615d23540fe902b78a17e97357b8a,VISA Classic Light,2019,2020,0,0,0,0,0,0,dc
89490,dcf4267bd74cdfa3b3c5c3a6210be3c7,Ж,1975,2013-06-11,R,Москва,0,Договор на текущий счет для дебетовой карты,8bdf07212c5839ac16768b297978de16,,-1,-1,0,0,243800,195300,500000,410600,dc
7353,eb9ea788e469e9cb227524d65b8625a9,Ж,1982,2018-11-19,R,Уфа,0,Договор на текущий счет для дебетовой карты,fe5c8456499a89b529f22924febca3f6,,-1,-1,0,0,0,0,0,0,dc
18591,2eab70d4b41bf58c399fe83921b4f915,М,1982,2019-12-03,R,Москва,0,Договор на текущий счет для дебетовой карты,bde80bf373f33be886172d903a8ce05c,MasterCard World Elite,2019,2022,0,0,4800,0,770000,620000,dc
18592,2eab70d4b41bf58c399fe83921b4f915,М,1982,2019-12-03,R,Москва,0,Договор на текущий счет для дебетовой карты,b8c7bbeda11ecb91f1c9549476f65bcc,Priority Pass,2019,2022,0,0,4800,0,770000,620000,dc
18593,2eab70d4b41bf58c399fe83921b4f915,М,1982,2019-12-03,R,Москва,0,Договор на текущий счет для дебетовой карты,b93d8f63487b7bc68c7b0d928a89cba1,VISA Infinite,2019,2022,0,0,4800,0,770000,620000,dc
156298,3dc93bcf21fed9e139efa0812a37b446,М,1977,2017-07-28,R,Санкт-Петербург,0,Договор на текущий счет для дебетовой карты,c6ea0a70736729aa783f42230ff1e52f,VISA Classic Light,2019,2022,1100,6,7600,0,58900,58900,dc
40691,bedb6ee2d9628ca88a5687b5785e6884,Ж,1989,2011-05-23,R,Уфа,0,Договор на текущий счет для дебетовой карты,9c4dae4d14ad10fefa97cf7bdf6f4e96,МИР Debit,2020,-1,0,0,1700,600,2400,600,dc
40692,bedb6ee2d9628ca88a5687b5785e6884,Ж,1989,2011-05-23,R,Уфа,0,Договор на текущий счет для дебетовой карты,e9bcd470a46dcebf45f3d490d258aa96,МИР Debit,2017,2021,0,0,1700,600,2400,600,dc
32774,1dc1e581bdc887aca00a5b6cd0f8359d,Ж,1981,2013-07-05,R,Новокузнецк,0,Договор на текущий счет для дебетовой карты,19b62b298b0c997bf6628dbe6963dfb7,VISA Classic Light,2016,2020,0,0,5600,9900,4200,10000,dc
63224,1dc1e581bdc887aca00a5b6cd0f8359d,Ж,1981,2013-07-05,R,Новокузнецк,0,Договор на текущий счет для дебетовой карты,19b62b298b0c997bf6628dbe6963dfb7,VISA Classic Light,2016,2020,0,0,4200,7400,4200,10000,dc
7364,87f10524a5da4d5459fe57b194bf2f9f,Ж,1989,2012-11-19,R,Кунгур,0,Договор на текущий счет для дебетовой карты,592a8fad7391bd60cc9b353063b41e77,VISA Classic,2019,2019,0,0,0,0,0,0,dc
146905,22587542a217ec5a5ef0b291a4b1f6f8,М,1983,2019-07-29,R,Белово,200,Договор на текущий счет для дебетовой карты,cf356bebe380d98cbcb96d5bd52753cb,"Дебет карта ПС МИР ""Бюджетная""",2019,-1,66100,4,9100,200,99100,93700,dc
18597,1378f6ea5056e61e2f7d1dee28fc3dde,М,1963,2018-05-28,R,Месягутово,0,Договор на текущий счет для дебетовой карты,077665f4901e43f2a090e64a5635d820,МИР СКБ,2021,-1,22300,23,49900,53000,218300,271200,dc
108152,ecd75ca8b963cc0ede460016425c9d79,М,1964,2003-12-22,R,Уфа,0,Договор на текущий счет для дебетовой карты,b2cc707b33e837599237e69c1bff6e38,Eurocard/MasterCard World,2020,2022,55900,13,0,500,273100,273600,cc
108153,ecd75ca8b963cc0ede460016425c9d79,М,1964,2003-12-22,R,Уфа,0,Договор на текущий счет для дебетовой карты,38adde5e019c91bb8ca9aefbd0b8303f,Eurocard/MasterCard World,2019,2020,55900,13,0,500,273100,273600,cc
7369,eef154ffc8cfc7bdae53cc1d8af6e2ce,Ж,1980,2007-10-26,R,Уфа,0,Договор на текущий счет для дебетовой карты,41cdec62c025d4de2868853447a456d0,VISA Classic Light,2020,-1,9100,17,1300,0,13100,2000,dc
92835,12f8488de157021bfd6ac90def3a6f2e,Ж,1982,2007-05-11,R,Калтан,0,Договор на текущий счет для дебетовой карты,7a606b72af38a3f52bac0771db07d3a6,"Дебет карта ПС МИР ""Бюджетная""",2019,-1,2000,1,294700,90800,1309900,1380000,dc
92836,12f8488de157021bfd6ac90def3a6f2e,Ж,1982,2007-05-11,R,Калтан,0,Договор на текущий счет для дебетовой карты,13170326e8519d19f1a7b6bdd03dffc7,"Дебет карта ПС МИР ""Бюджетная""",2022,-1,2000,1,294700,90800,1309900,1380000,dc
211192,8d83a69594d7629daf091da3143f41aa,Ж,1979,2014-04-25,R,Санкт-Петербург,0,Договор на текущий счет для дебетовой карты,4ad84c2430ed927f0e304849e1dafb9f,VISA Classic,2017,2021,109400,31,30800,55400,149100,204400,dc
211193,8d83a69594d7629daf091da3143f41aa,Ж,1979,2014-04-25,R,Санкт-Петербург,0,Договор на текущий счет для дебетовой карты,5b9dfc9a9d5150cff372857fa3fd6319,Eurocard/MasterCard Platinum,2020,-1,109400,31,30800,55400,149100,204400,dc
7375,5f255a1b5c16021e8d55d5f668bef332,М,1973,2013-12-06,R,Москва,0,Договор на текущий счет для дебетовой карты,8b4403bc7d028dc641e72b635b04129f,Priority Pass,2020,2021,0,0,0,0,0,0,dc
7376,5f255a1b5c16021e8d55d5f668bef332,М,1973,2013-12-06,R,Москва,0,Договор на текущий счет для дебетовой карты,3ff67cefdcdbfdabd359be4a5c2eeba5,MasterCard World Elite,2020,2021,0,0,0,0,0,0,dc
7377,5f255a1b5c16021e8d55d5f668bef332,М,1973,2013-12-06,R,Москва,0,Договор на текущий счет для дебетовой карты,bf1a5e291ae1dd506593aebe9677f506,VISA Infinite,2020,2020,0,0,0,0,0,0,dc
7378,5f255a1b5c16021e8d55d5f668bef332,М,1973,2013-12-06,R,Москва,0,Договор на текущий счет для дебетовой карты,a6d19aab501e216879d787599833af23,Priority Pass,2020,2020,0,0,0,0,0,0,dc
7379,7685d267fcecc701a30e0304a5dfb4a5,Ж,1981,2019-04-24,R,Армавир,0,Договор на текущий счет для дебетовой карты,8de8420a9408c096ef7d911b5d7ea3f2,Eurocard/MasterCard Gold,2019,2019,0,0,0,0,0,0,dc
58055,52b92378b794c385f6b9d6693232011c,М,1989,2011-05-24,R,Белебей,0,Договор на текущий счет для дебетовой карты,bd12acbc000f101080e19a930e0c99a5,VISA Classic,2018,2022,100,1,4300,0,50900,46900,dc
58056,52b92378b794c385f6b9d6693232011c,М,1989,2011-05-24,R,Белебей,0,Договор на текущий счет для дебетовой карты,695aa223c8e8885a9057f6548a9e2a1a,МИР СКБ ЗП,2021,-1,100,1,4300,0,50900,46900,dc
89575,decf76f8b58210b8773acb7cf78fe077,Ж,1991,2017-06-20,R,Миасс,0,Договор на текущий счет для дебетовой карты,fffa8513d26cea53cbb51da6b261c389,Visa Rewards,2021,-1,24300,17,0,0,50700,50700,cc
89576,decf76f8b58210b8773acb7cf78fe077,Ж,1991,2017-06-20,R,Миасс,0,Договор на текущий счет для дебетовой карты,616fb9582735ba01972715a41d56c645,Eurocard/MasterCard World,2018,2022,24300,17,0,0,50700,50700,cc
7384,15c0d714984ccbd49010c4fa83d5cfb5,Ж,1992,2020-01-21,R,Смоленск,0,Договор на текущий счет для дебетовой карты,df7f104f483f7daf79a735a9d1f22361,Eurocard/MasterCard Mass,2020,-1,6200,16,3700,200,21800,22000,dc
29547,c51d0f535c60b90bb57fca04fb3df2b8,М,1991,2019-08-23,R,Рязань,0,Договор на текущий счет для дебетовой карты,3fc2c2897a22c45bf3f1c112a93f8f3c,Eurocard/MasterCard Mass,2019,2020,8600,24,22100,0,195700,171200,dc
206927,00ae59f78a34129aac00d82240436ba8,М,1981,2011-04-15,R,Салават,0,Договор на текущий счет для дебетовой карты,1ea57ed62baed137ecd3e3560561a6a1,VISA Infinite,2020,2022,830100,102,165600,57800,2630900,2369000,dc
206928,00ae59f78a34129aac00d82240436ba8,М,1981,2011-04-15,R,Салават,0,Договор на текущий счет для дебетовой карты,96182897680d1e3a9fee4781a0ac21b8,Priority Pass,2020,2022,830100,102,165600,57800,2630900,2369000,dc
206929,00ae59f78a34129aac00d82240436ba8,М,1981,2011-04-15,R,Салават,0,Договор на текущий счет для дебетовой карты,92214f9da27cbf96d63c273ee54cce27,MasterCard World Elite,2020,2022,830100,102,165600,57800,2630900,2369000,dc
260832,632e134ec8d5a0943912a24e4fe6962c,Ж,1981,2012-10-01,R,Краснодар,3600,Договор на текущий счет для дебетовой карты,6d36c161936338783dc17caf3760bd7e,МИР Debit,2022,-1,3100,18,3300,1800,14100,13300,dc
260833,632e134ec8d5a0943912a24e4fe6962c,Ж,1981,2012-10-01,R,Краснодар,3600,Договор на текущий счет для дебетовой карты,2b1e4555eb765fe9a4a1249ce1f42a21,Eurocard/MasterCard Mass,2019,-1,3100,18,3300,1800,14100,13300,dc
7395,230feb1112ac401db11acc91a339387d,М,1963,2008-07-29,R,Чусовой,1500,Договор на текущий счет для дебетовой карты,54807f49f346912451b422e127bb6c1f,VISA Classic,2015,2018,0,0,0,0,0,0,dc
